asset_id	title_zh_cn	title_en	summary_zh_cn	summary_en	type	status	start_date	end_date	gsd_min_m	gsd_max_m	cadence	provider	bands	categories	keywords	bbox	license	source_url
MODIS/006/MOD44W	MOD44W.006 Terra Land Water Mask Derived From MODIS and SRTM Yearly Global 250m	MOD44W.006 Terra Land Water Mask Derived From MODIS and SRTM Yearly Global 250m	MOD44W V6 陆地/水域掩膜 250 米产品是使用使用 MODIS 数据训练的决策树分类器派生出来的，并使用 MOD44W V5 产品进行了验证。系统会应用一系列掩码，以解决由地形阴影、烧伤疤痕、云雾或海洋冰盖造成的已知问题。	The MOD44W V6 land/water mask 250m product is derived using a decision tree classifier trained with MODIS data and validated with the MOD44W V5 product. A series of masks are applied to address known issues caused by terrain shadow, burn scars, cloudiness, or ice cover …	image_collection	ready	2000-01-01	2015-01-01	250.0	250.0	1 year cadence	NASA LP DAAC at the USGS EROS Center	water_mask, water_mask_QA	surface-ground-water	geophysical, mod44w, modis, nasa, srtm, surface-ground-water, usgs, water-mask	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MOD44W
MODIS/006/MODOCGA	MODOCGA.006 Terra 海洋反射率每日全球 1 公里	MODOCGA.006 Terra Ocean Reflectance Daily Global 1km	MODOCGA V6 海洋反射率产品由 Terra MODIS 8-16 波段的 1 公里分辨率反射率数据组成。该产品被称为海洋反射率，因为波段 8-16 主要用于生成海洋产品，但由于生成的是陆地图块，因此这不是海洋产品。文档：…	The MODOCGA V6 ocean reflectance product consists of 1 kilometer reflectance data from Terra MODIS bands 8-16. The product is referred to as ocean reflectance, because bands 8-16 are used primarily to produce ocean products, but this is not an ocean product as the tiles …	image_collection	ready	2000-02-24	2023-02-17	1000.0	1000.0	1 day cadence	NASA LP DAAC at the USGS EROS Center	num_observations, sur_refl_b08, sur_refl_b09, sur_refl_b10, sur_refl_b11, sur_refl_b12, sur_refl_b13, sur_refl_b14, sur_refl_b15, sur_refl_b16, QC_b8_15_1km, QC_b16_1km, orbit_pnt, granule_pnt	satellite-imagery, oceans	daily, global, modis, modocga, nasa, oceans, reflectance, satellite-imagery, sr, terra, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MODOCGA
MODIS/006/MYD08_M3	MYD08_M3.006 Aqua Aerosol Cloud Water Vapor Ozone Monthly Global Product 1Deg CMG [deprecated]	MYD08_M3.006 Aqua Aerosol Cloud Water Vapor Ozone Monthly Global Product 1Deg CMG [deprecated]	MYD08_M3 V6 is an atmosphere global product that contains monthly 1 x 1 degree grid average values of atmospheric parameters. These parameters are related to atmospheric aerosol particle properties, total ozone burden, atmospheric water vapor, cloud optical and physical properties, and atmospheric stability indices. The product also provides means, standard deviations, QA weighted statistics, log-normal distributions, uncertainty estimates, and statistics for fractions of pixels that satisfy some condition. Below is a subset of the bands, for a complete list see the [MOD08 Band List](https://developers.google.com/earth-engine/MOD08_bands.html). Documentation: * [User's Guide](https://modis-atmos.gsfc.nasa.gov/sites/default/files/ModAtmo/L3_ATBD_C6_C61_2019_02_20.pdf) * [Science Data Product Software Documentation](https://modis-atmos.gsfc.nasa.gov/sites/default/files/ModAtmo/L3_C61_Changes_v2.pdf) * [MYD08_M3 product description](https://modis-atmos.gsfc.nasa.gov/products/monthly) * [File specification document](https://modis-atmos.gsfc.nasa.gov/sites/default/files/ModAtmo/MOD08_M3_fs_3045.txt)	MYD08_M3 V6 is an atmosphere global product that contains monthly 1 x 1 degree grid average values of atmospheric parameters. These parameters are related to atmospheric aerosol particle properties, total ozone burden, atmospheric water vapor, cloud optical and physical properties, and atmospheric stability indices. The product also provides means, standard deviations, QA weighted statistics, log-normal distributions, uncertainty estimates, and statistics for fractions of pixels that satisfy some condition. Below is a subset of the bands, for a complete list see the [MOD08 Band List](https://developers.google.com/earth-engine/MOD08_bands.html). Documentation: * [User's Guide](https://modis-atmos.gsfc.nasa.gov/sites/default/files/ModAtmo/L3_ATBD_C6_C61_2019_02_20.pdf) * [Science Data Product Software Documentation](https://modis-atmos.gsfc.nasa.gov/sites/default/files/ModAtmo/L3_C61_Changes_v2.pdf) * [MYD08_M3 product description](https://modis-atmos.gsfc.nasa.gov/products/monthly) * [File specification document](https://modis-atmos.gsfc.nasa.gov/sites/default/files/ModAtmo/MOD08_M3_fs_3045.txt)	image_collection	deprecated	2002-07-01	2018-04-01	111320.0	111320.0	1 month cadence	NASA LAADS DAAC at NASA Goddard Space Flight Center	Aerosol_Optical_Depth_Land_Ocean_Mean_Mean, Aerosol_Optical_Depth_Land_Ocean_Std_Deviation_Mean, Aerosol_Optical_Depth_Land_QA_Mean_Mean_470, Aerosol_Optical_Depth_Land_QA_Std_Deviation_Mean_470, Cirrus_Fraction_SWIR_FMean, Cirrus_Fraction_SWIR_FStd, Cloud_Optical_Thickness_Liquid_Log_Mean_Mean, Cloud_Optical_Thickness_Liquid_Log_Std_Deviation_Mean, Cloud_Optical_Thickness_Liquid_Mean_Uncertainty, Cloud_Optical_Thickness_Liquid_Log_Mean_Uncertainty	climate	aqua, atmosphere, climate, geophysical, global, modis, monthly, myd08, myd08-m3, nasa, temperature, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD08_M3
MODIS/006/MYD09A1	MYD09A1.006 Aqua Surface Reflectance 8-Day Global 500m [deprecated]	MYD09A1.006 Aqua Surface Reflectance 8-Day Global 500m [deprecated]	The MYD09A1 V6 product provides an estimate of the surface spectral reflectance of Aqua MODIS bands 1-7 at 500m resolution and corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the seven reflectance bands is a quality layer and four observation bands. For each pixel, a value is selected from all the acquisitions within the 8-day composite on the basis of high observation coverage, low view angle, the absence of clouds or cloud shadow, and aerosol loading. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09A1)	The MYD09A1 V6 product provides an estimate of the surface spectral reflectance of Aqua MODIS bands 1-7 at 500m resolution and corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the seven reflectance bands is a quality layer and four observation bands. For each pixel, a value is selected from all the acquisitions within the 8-day composite on the basis of high observation coverage, low view angle, the absence of clouds or cloud shadow, and aerosol loading. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09A1)	image_collection	deprecated	2002-07-04	2023-02-18	500.0	500.0	8 day cadence	NASA LP DAAC at the USGS EROS Center	sur_refl_b01, sur_refl_b02, sur_refl_b03, sur_refl_b04, sur_refl_b05, sur_refl_b06, sur_refl_b07, QA, SolarZenith, ViewZenith, RelativeAzimuth, StateQA, DayOfYear	satellite-imagery	8-day, aqua, global, modis, myd09a1, nasa, satellite-imagery, sr, surface-reflectance, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD09A1
MODIS/006/MYD09GA	MYD09GA.006 Aqua Surface Reflectance Daily Global 1km and 500m [deprecated]	MYD09GA.006 Aqua Surface Reflectance Daily Global 1km and 500m [deprecated]	The MODIS Surface Reflectance products provide an estimate of the surface spectral reflectance as it would be measured at ground level in the absence of atmospheric scattering or absorption. Low-level data are corrected for atmospheric gases and aerosols. MYD09GA version 6 provides bands 1-7 in a daily gridded L2G product in the sinusoidal projection, including 500m reflectance values and 1km observation and geolocation statistics. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09GA)	The MODIS Surface Reflectance products provide an estimate of the surface spectral reflectance as it would be measured at ground level in the absence of atmospheric scattering or absorption. Low-level data are corrected for atmospheric gases and aerosols. MYD09GA version 6 provides bands 1-7 in a daily gridded L2G product in the sinusoidal projection, including 500m reflectance values and 1km observation and geolocation statistics. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09GA)	image_collection	deprecated	2002-07-04	2023-02-25	500.0	1000.0	1 day cadence	NASA LP DAAC at the USGS EROS Center	num_observations_1km, state_1km, SensorZenith, SensorAzimuth, Range, SolarZenith, SolarAzimuth, gflags, orbit_pnt, granule_pnt, num_observations_500m, sur_refl_b01, sur_refl_b02, sur_refl_b03, sur_refl_b04, sur_refl_b05, sur_refl_b06, sur_refl_b07, QC_500m, obscov_500m, iobs_res, q_scan	satellite-imagery	aqua, daily, global, modis, myd09ga, nasa, satellite-imagery, sr, surface-reflectance, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD09GA
MODIS/006/MYD09GQ	MYD09GQ.006 Aqua Surface Reflectance Daily Global 250m [deprecated]	MYD09GQ.006 Aqua Surface Reflectance Daily Global 250m [deprecated]	The MODIS Surface Reflectance products provide an estimate of the surface spectral reflectance as it would be measured at ground level in the absence of atmospheric scattering or absorption. Low-level data are corrected for atmospheric gases and aerosols. MYD09GQ version 6 provides bands 1 and 2 at a 250m resolution in a daily gridded L2G product in the Sinusoidal projection, including a QC and five observation layers. This product is meant to be used in conjunction with the MYD09GA where important quality and viewing geometry information is stored. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09GQ)	The MODIS Surface Reflectance products provide an estimate of the surface spectral reflectance as it would be measured at ground level in the absence of atmospheric scattering or absorption. Low-level data are corrected for atmospheric gases and aerosols. MYD09GQ version 6 provides bands 1 and 2 at a 250m resolution in a daily gridded L2G product in the Sinusoidal projection, including a QC and five observation layers. This product is meant to be used in conjunction with the MYD09GA where important quality and viewing geometry information is stored. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09GQ)	image_collection	deprecated	2002-07-04	2023-02-25	250.0	250.0	1 day cadence	NASA LP DAAC at the USGS EROS Center	num_observations, sur_refl_b01, sur_refl_b02, QC_250m, obscov, iobs_res, orbit_pnt, granule_pnt	satellite-imagery	aqua, daily, global, modis, myd09gq, nasa, satellite-imagery, sr, surface-reflectance, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD09GQ
MODIS/006/MYD09Q1	MYD09Q1.006 Aqua Surface Reflectance 8-Day Global 250m [deprecated]	MYD09Q1.006 Aqua Surface Reflectance 8-Day Global 250m [deprecated]	The MYD09Q1 product provides an estimate of the surface spectral reflectance of bands 1 and 2 at 250m resolution and corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the two reflectance bands, a quality layer is also included. For each pixel, a value is selected from all the acquisitions within the 8-day composite on the basis of high observation coverage, low view angle, the absence of clouds or cloud shadow, and aerosol loading. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09Q1)	The MYD09Q1 product provides an estimate of the surface spectral reflectance of bands 1 and 2 at 250m resolution and corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the two reflectance bands, a quality layer is also included. For each pixel, a value is selected from all the acquisitions within the 8-day composite on the basis of high observation coverage, low view angle, the absence of clouds or cloud shadow, and aerosol loading. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/306/MOD09_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/305/MOD09_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD09Q1)	image_collection	deprecated	2002-07-04	2023-02-18	250.0	250.0	8 day cadence	NASA LP DAAC at the USGS EROS Center	sur_refl_b01, sur_refl_b02, State, QA	satellite-imagery	8-day, aqua, global, modis, myd09q1, nasa, satellite-imagery, sr, surface-reflectance, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD09Q1
MODIS/006/MYD10A1	MYD10A1.006 Aqua Snow Cover Daily Global 500m [deprecated]	MYD10A1.006 Aqua Snow Cover Daily Global 500m [deprecated]	The MYD10A1 V6 Snow Cover Daily Global 500m product contains snow cover, snow albedo, fractional snow cover, and quality assessment (QA) data. Snow cover data are based on a snow mapping algorithm that employs a Normalized Difference Snow Index (NDSI) and other criteria tests. [General documentation](https://doi.org/10.5067/MODIS/MYD10A1.006)	The MYD10A1 V6 Snow Cover Daily Global 500m product contains snow cover, snow albedo, fractional snow cover, and quality assessment (QA) data. Snow cover data are based on a snow mapping algorithm that employs a Normalized Difference Snow Index (NDSI) and other criteria tests. [General documentation](https://doi.org/10.5067/MODIS/MYD10A1.006)	image_collection	deprecated	2002-07-04	2023-02-25	500.0	500.0	1 day cadence	NASA NSIDC DAAC at CIRES	NDSI_Snow_Cover, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, orbit_pnt, granule_pnt, NDSI_Snow_Cover_Class, Snow_Albedo_Daily_Tile_Class	cryosphere	albedo, aqua, cryosphere, daily, geophysical, global, modis, myd10a1, nasa, nsidc, snow	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD10A1
MODIS/006/MYD11A1	MYD11A1.006 Aqua Land Surface Temperature and Emissivity Daily Global 1km [deprecated]	MYD11A1.006 Aqua Land Surface Temperature and Emissivity Daily Global 1km [deprecated]	The MYD11A1 V6 product provides daily land surface temperature (LST) and emissivity values in a 1200 x 1200 kilometer grid. The temperature value is derived from the MYD11_L2 swath product. Above 30 degrees latitude, some pixels may have multiple observations where the criteria for clear-sky are met. When this occurs, the pixel value is the average of all qualifying observations. Provided along with both the day-time and night-time surface temperature bands and their quality indicator layers are MODIS bands 31 and 32 and six observation layers. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/118/MOD11_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/119/MOD11_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD11A1)	The MYD11A1 V6 product provides daily land surface temperature (LST) and emissivity values in a 1200 x 1200 kilometer grid. The temperature value is derived from the MYD11_L2 swath product. Above 30 degrees latitude, some pixels may have multiple observations where the criteria for clear-sky are met. When this occurs, the pixel value is the average of all qualifying observations. Provided along with both the day-time and night-time surface temperature bands and their quality indicator layers are MODIS bands 31 and 32 and six observation layers. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/118/MOD11_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/119/MOD11_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD11A1)	image_collection	deprecated	2002-07-04	2023-02-25	1000.0	1000.0	1 day cadence	NASA LP DAAC at the USGS EROS Center	LST_Day_1km, QC_Day, Day_view_time, Day_view_angle, LST_Night_1km, QC_Night, Night_view_time, Night_view_angle, Emis_31, Emis_32, Clear_day_cov, Clear_night_cov	climate	aqua, climate, daily, emissivity, global, lst, modis, myd11a1, nasa, surface-temperature, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD11A1
MODIS/006/MYD11A2	MYD11A2.006 Aqua Land Surface Temperature and Emissivity 8-Day Global 1km [deprecated]	MYD11A2.006 Aqua Land Surface Temperature and Emissivity 8-Day Global 1km [deprecated]	The MYD11A2 V6 product provides an average 8-day land surface temperature (LST) in a 1200 x 1200 kilometer grid. Each pixel value in MYD11A2 is a simple average of all the corresponding MYD11A1 LST pixels collected within that 8 day period. The 8 day compositing period was chosen because twice that period is the exact ground track repeat period of the Terra and Aqua platforms. In this product, along with both the day- and night-time surface temperature bands and their quality indicator (QC) layers, are also MODIS bands 31 and 32 and eight observation layers. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/118/MOD11_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/119/MOD11_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD11A2)	The MYD11A2 V6 product provides an average 8-day land surface temperature (LST) in a 1200 x 1200 kilometer grid. Each pixel value in MYD11A2 is a simple average of all the corresponding MYD11A1 LST pixels collected within that 8 day period. The 8 day compositing period was chosen because twice that period is the exact ground track repeat period of the Terra and Aqua platforms. In this product, along with both the day- and night-time surface temperature bands and their quality indicator (QC) layers, are also MODIS bands 31 and 32 and eight observation layers. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/118/MOD11_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/119/MOD11_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD11A2)	image_collection	deprecated	2002-07-04	2023-02-18	1000.0	1000.0	8 day cadence	NASA LP DAAC at the USGS EROS Center	LST_Day_1km, QC_Day, Day_view_time, Day_view_angl, LST_Night_1km, QC_Night, Night_view_time, Night_view_angl, Emis_31, Emis_32, Clear_sky_days, Clear_sky_nights	climate	8-day, aqua, climate, emissivity, global, lst, modis, myd11a2, nasa, surface-temperature, usgs	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD11A2
MODIS/006/MYD13A1	MYD13A1.006 Aqua Vegetation Indices 16-Day Global 500m [deprecated]	MYD13A1.006 Aqua Vegetation Indices 16-Day Global 500m [deprecated]	The MYD13A1 V6 product provides a Vegetation Index (VI) value at a per pixel basis. There are two primary vegetation layers. The first is the Normalized Difference Vegetation Index (NDVI) which is referred to as the continuity index to the existing National Oceanic and Atmospheric Administration-Advanced Very High Resolution Radiometer (NOAA-AVHRR) derived NDVI. The second vegetation layer is the Enhanced Vegetation Index (EVI) that minimizes canopy background variations and maintains sensitivity over dense vegetation conditions. The EVI also uses the blue band to remove residual atmosphere contamination caused by smoke and sub-pixel thin cloud clouds. The MODIS NDVI and EVI products are computed from atmospherically corrected bi-directional surface reflectances that have been masked for water, clouds, heavy aerosols, and cloud shadows. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/103/MOD13_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/104/MOD13_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD13A1)	The MYD13A1 V6 product provides a Vegetation Index (VI) value at a per pixel basis. There are two primary vegetation layers. The first is the Normalized Difference Vegetation Index (NDVI) which is referred to as the continuity index to the existing National Oceanic and Atmospheric Administration-Advanced Very High Resolution Radiometer (NOAA-AVHRR) derived NDVI. The second vegetation layer is the Enhanced Vegetation Index (EVI) that minimizes canopy background variations and maintains sensitivity over dense vegetation conditions. The EVI also uses the blue band to remove residual atmosphere contamination caused by smoke and sub-pixel thin cloud clouds. The MODIS NDVI and EVI products are computed from atmospherically corrected bi-directional surface reflectances that have been masked for water, clouds, heavy aerosols, and cloud shadows. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/103/MOD13_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/104/MOD13_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD13A1)	image_collection	deprecated	2002-07-04	2023-02-10	500.0	500.0	16 day cadence	NASA LP DAAC at the USGS EROS Center	NDVI, EVI, DetailedQA, sur_refl_b01, sur_refl_b02, sur_refl_b03, sur_refl_b07, ViewZenith, SolarZenith, RelativeAzimuth, DayOfYear, SummaryQA	vegetation-indices	16-day, aqua, evi, global, modis, myd13a1, nasa, ndvi, usgs, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD13A1
MODIS/006/MYD13A2	MYD13A2.006 Aqua Vegetation Indices 16-Day Global 1km [deprecated]	MYD13A2.006 Aqua Vegetation Indices 16-Day Global 1km [deprecated]	The MYD13A2 V6 product provides two Vegetation Indices (VI): the Normalized Difference Vegetation Index (NDVI) and the Enhanced Vegetation Index (EVI). The NDVI is referred to as the continuity index to the existing National Oceanic and Atmospheric Administration-Advanced Very High Resolution Radiometer (NOAA-AVHRR) derived NDVI. The EVI has improved sensitivity over high biomass regions. The algorithm for this product chooses the best available pixel value from all the acquisitions from the 16-day period. The criteria used are low clouds, low view angle, and the highest NDVI/EVI value. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/103/MOD13_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/104/MOD13_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD13A2)	The MYD13A2 V6 product provides two Vegetation Indices (VI): the Normalized Difference Vegetation Index (NDVI) and the Enhanced Vegetation Index (EVI). The NDVI is referred to as the continuity index to the existing National Oceanic and Atmospheric Administration-Advanced Very High Resolution Radiometer (NOAA-AVHRR) derived NDVI. The EVI has improved sensitivity over high biomass regions. The algorithm for this product chooses the best available pixel value from all the acquisitions from the 16-day period. The criteria used are low clouds, low view angle, and the highest NDVI/EVI value. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/103/MOD13_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/104/MOD13_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MYD13A2)	image_collection	deprecated	2002-07-04	2023-02-10	1000.0	1000.0	16 day cadence	NASA LP DAAC at the USGS EROS Center	NDVI, EVI, DetailedQA, sur_refl_b01, sur_refl_b02, sur_refl_b03, sur_refl_b07, ViewZenith, SolarZenith, RelativeAzimuth, DayOfYear, SummaryQA	vegetation-indices	16-day, aqua, evi, global, modis, myd13a2, nasa, ndvi, usgs, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD13A2
MODIS/006/MYD13Q1	MYD13Q1.006 Aqua Vegetation Indices 16-Day Global 250m [deprecated]	MYD13Q1.006 Aqua Vegetation Indices 16-Day Global 250m [deprecated]	The MYD13Q1 V6 product provides a Vegetation Index (VI) value at a per pixel basis. There are two primary vegetation layers. The first is the Normalized Difference Vegetation Index (NDVI) which is referred to as the continuity index to the existing National Oceanic and Atmospheric Administration-Advanced Very High Resolution Radiometer (NOAA-AVHRR) derived NDVI. The second vegetation layer is the Enhanced Vegetation Index (EVI) that minimizes canopy background variations and maintains sensitivity over dense vegetation conditions. The EVI also uses the blue band to remove residual atmosphere contamination caused by smoke and sub-pixel thin cloud clouds. The MODIS NDVI and EVI products are computed from atmospherically corrected bi-directional surface reflectances that have been masked for water, clouds, heavy aerosols, and cloud shadows. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/103/MOD13_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/104/MOD13_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MOD13A2)	The MYD13Q1 V6 product provides a Vegetation Index (VI) value at a per pixel basis. There are two primary vegetation layers. The first is the Normalized Difference Vegetation Index (NDVI) which is referred to as the continuity index to the existing National Oceanic and Atmospheric Administration-Advanced Very High Resolution Radiometer (NOAA-AVHRR) derived NDVI. The second vegetation layer is the Enhanced Vegetation Index (EVI) that minimizes canopy background variations and maintains sensitivity over dense vegetation conditions. The EVI also uses the blue band to remove residual atmosphere contamination caused by smoke and sub-pixel thin cloud clouds. The MODIS NDVI and EVI products are computed from atmospherically corrected bi-directional surface reflectances that have been masked for water, clouds, heavy aerosols, and cloud shadows. Documentation: * [User's Guide](https://lpdaac.usgs.gov/documents/103/MOD13_User_Guide_V6.pdf) * [Algorithm Theoretical Basis Document (ATBD)](https://lpdaac.usgs.gov/documents/104/MOD13_ATBD.pdf) * [General Documentation](https://ladsweb.modaps.eosdis.nasa.gov/filespec/MODIS/6/MOD13A2)	image_collection	deprecated	2002-07-04	2023-02-10	250.0	250.0	16 day cadence	NASA LP DAAC at the USGS EROS Center	NDVI, EVI, DetailedQA, sur_refl_b01, sur_refl_b02, sur_refl_b03, sur_refl_b07, ViewZenith, SolarZenith, RelativeAzimuth, DayOfYear, SummaryQA	vegetation-indices	16-day, aqua, evi, global, modis, myd13q1, nasa, ndvi, usgs, vegetation, vegetation-indices	-180.0, -90.0, 180.0, 90.0	proprietary	https://developers.google.com/earth-engine/datasets/catalog/MODIS_006_MYD13Q1
