"# export_metadata: {""exported_at"": ""2026-08-23T03:30:25Z"", ""skill"": ""iran-chem-database@2.13.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""scope"": ""BEST-EFFORT dated index of organic molecules offered by verified IRANIAN suppliers (public Telegram channels + public supplier web catalogs), crawled 2026-08-23 from a foreign datacenter. NOT a claim of national completeness; coverage per source is in coverage_report.json."", ""rows"": 334, ""organic_rows"": 210, ""unknown_organic_rows"": 124, ""unique_molecules"": 334, ""ai_assisted_identities"": 194, ""channel_verification"": {""merckmillipore"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""labshop"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""minatajhiz"": {""verified"": true, ""country"": ""IR"", ""score"": 65, ""families"": [""domain"", ""language"", ""location""], ""level"": ""offline""}, ""ChemIranSanat"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""Maran_Tejarat_Eshen"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""jahaneshimicom"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""Ch_Chemical_leaders"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""Boof_company"": {""verified"": true, ""country"": ""IR"", ""score"": 60, ""families"": [""language"", ""location"", ""phone""], ""level"": ""offline""}, ""fanchem"": {""verified"": true, ""country"": ""IR"", ""score"": 85, ""families"": [""domain"", ""language"", ""phone""], ""level"": ""offline""}, ""IranChemicals"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}, ""chemgroup"": {""verified"": false, ""country"": null, ""score"": 45, ""families"": [""currency"", ""language"", ""location""], ""level"": ""offline""}, ""LabTel"": {""verified"": false, ""country"": null, ""score"": 25, ""families"": [""language"", ""location""], ""level"": ""offline""}}, ""notes"": ""identity_method: alias=curated dictionary, cas_only(+pubchem), structured_alias/structured_pubchem=skill shape extractor, ai_resolved+=cloud model (router.py) + PubChem check. organic_status=unknown rows are unresolved records, kept per skill mandate, never silently discarded.""}"
molecule,cas,pubchem_cid,inchi_key,formula,molecular_weight,canonical_smiles,common_name,iupac_name,organic_status,identity_method,kind,grade,brand,sku,purity_percent,pack_size,availability,price,n_suppliers,suppliers,n_source_records,source_urls,date_range,text_evidence
acetylene,74-86-2,6326,HSFWRNGVRCDJHI-UHFFFAOYSA-N,C2H2,26.04,,acetylene,acetylene,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:chemgroup,1,,,اگر مقدار زیادی دانه ی سیب را بخورید (بجوید) به احتمال زیاد خواهید مرد. دلیل آن وجود سیانید در دانه های سیب است. #ارسالی_کاربران @ChemGroup
acrylic acid,79-10-7,6581,NIXOWILDQLNWCW-UHFFFAOYSA-N,C3H4O2,,,acrylic acid,,organic,alias+pubchem,substance,research,Merck,800578,,,in_stock,,2,telegram:minatajhiz; telegram:Maran_Tejarat_Eshen,21,https://t.me/Maran_Tejarat_Eshen/216 | https://t.me/Maran_Tejarat_Eshen/220 | https://t.me/Maran_Tejarat_Eshen/222,2019-03-11T11:57:19+00:00<->2019-03-13T05:30:07+00:00,متااکریلیک اسید Methacrylic acid کد محصول مرک: 800578 واردات جدید مرک
aluminium stearate,637-12-7,12496,CEGOLXSVJUTHNZ-UHFFFAOYSA-K,C54H105AlO6,,,Aluminum Stearate,,organic,alias,composite,industrial,Zarrin,,,,in_stock,,2,telegram:Ch_Chemical_leaders; telegram:fanchem,8,https://t.me/fanchem/59 | https://t.me/fanchem/273 | https://t.me/fanchem/399,2017-08-12T06:36:00+00:00<->2023-06-07T08:23:31+00:00,صفحه شرکت فن آوران شیمی زرین ایرانیان در سایت اتاق بازرگانی قم به آدرس https://B2n.ir/expo130 راه اندازی شد. 🏢 شرکت فن آوران شیمی زرین ایرانیان در حوزه تولید مواد شیمیایی پایه و افزودنی‌های صنعتی فعالیت می‌کند و در شهرک صنعتی شکوهیه مستقر است. 🧪 این مجموعه تولیدکننده استئارات کلسیم، استئارات روی، اس
amyl alcohol,71-41-0,6276,AMQJEAYHLZJPGS-UHFFFAOYSA-N,C5H12O,,,1-Pentanol,,organic,alias+pubchem,substance,research,Merck,822255,,,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/367,2017-07-06T06:30:57+00:00,ایزو آمیل الکل Isoamyl alcohol کد محصول مرک: 822255 واردات جدید مرک
anthracene-9-carbaldehyde,,69504,YMNKUHIVVMFOFO-UHFFFAOYSA-N,C15H10O,,,9-Anthracenecarboxaldehyde,,organic,structured_pubchem,substance,research,Acros,,,value=25.0 unit=g normalised_value=25.0 normalised_unit=g raw=25g,in_stock,,1,telegram:ChemIranSanat,1,,,"Acros Cat. No.: 15393 9-Anthracenecarboxaldehyde, 99% 25g موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ قیمت و سفارش 👇 Admin 🆔 @ChemIranAdmin ✔️ سفارش واردات ازتمام برندها پذیرفته میشود 🆔 @ChemIran1"
benzene,71-43-2,241,UHOVQNZJYSORNB-UHFFFAOYSA-N,C6H6,,,benzene,,organic,alias+pubchem,substance,research,Sigma-Aldrich,259934,,value=100.0 unit=gr normalised_value=100.0 normalised_unit=g raw=100gr,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,9,https://t.me/minatajhiz/479 | https://t.me/minatajhiz/801 | https://t.me/minatajhiz/836,2018-04-08T07:31:34+00:00<->2018-05-06T09:23:54+00:00,"Sodium 2,4-dinitrobenzenesulfonate 259934 #sigma"
"benzene-1,3-diamine",,7935,WZCQRUWWHSTZEM-UHFFFAOYSA-N,C6H8N2,,,M-Phenylenediamine,,organic,structured_pubchem,substance,research,Merck,820991,,,,,1,telegram:minatajhiz,1,,,"1و3 فنیلن دی آمین 1,3-Phenylenediamine کد محصول مرک 820991 واردات جدید سیگما آلدریچ"
"benzene-1,3-dicarboxylic acid",,8496,QQVIHTHCMHWDBS-UHFFFAOYSA-N,C8H6O4,,,Isophthalic Acid,,organic,structured_pubchem,substance,industrial,,,,,in_stock,,1,telegram:Maran_Tejarat_Eshen,1,,,✅ ایزو فتالیک اسید (Isophthalic acid) ✅ برند لوته کره (LOTTE) ✅ موجود در انبار شورآباد 👤 برای استعلام قیمت و کسب اطلاعات بیشتر با ما در تماس باشید 🏢 بازرگانی ماران تجارت اشن ☎️ 021-26378323 📱 09102296278 📱 09108066146 📱 09912064037 Instagram: @marantejarat Telegram: https://t.me/Maran_Tejarat_Eshen
"benzene-1,4-diol",123-31-9,785,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,C6H6O2,110.11,,Hydroquinone,"benzene-1,4-diol",organic,ai_resolved+cas_only+pubchem,substance,research,,,,,,,1,telegram:minatajhiz,1,,,822333 250gr #merck
benzoic acid,65-85-0,243,WPYMKLBDIGXBTP-UHFFFAOYSA-N,C7H6O2,122.12,,benzoic acid,benzoic acid,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:ChemIranSanat; telegram:jahaneshimicom,1,,,"047799 Fluorochem 2,2'-Dipyridyl-4,4'-dicarboxylic acid 5g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1"
benzoyl benzenecarboperoxoate,94-36-0,7187,OMPJBNCRMGITSC-UHFFFAOYSA-N,C14H10O4,242.23,,Benzoyl Peroxide,benzoyl benzenecarboperoxoate,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"کاتالیزور ترشیو بوتیل پرکسی بنزوئات موجود می باشد. #ماران_تجارت_اشن 021-22799285,95 09128066375"
bis((Z)-4-hydroxypent-3-en-2-one);oxovanadium,,11821519,FSJSYDFBTIVUFD-SUKNRPLKSA-N,C10H16O5V,,,Vanadium(IV) Oxide Acetylacetonate,,organic,structured_pubchem,substance,research,Merck,808505,,,,,1,telegram:minatajhiz,1,,,Vanadium(IV) oxide acetylacetonate for synthesis 808505 #merck
"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",117-81-7,8343,BJQHLKABXJIVAM-UHFFFAOYSA-N,C24H38O4,390.6,,Di(2-ethylhexyl) phthalate,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate",organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,سلام نورمحمدی هستم شرکت ایمن سپهر روغن DOP میخواستم 09127250655
bis(2-ethylhexyl) hydrogen phosphate,,9275,SEGLCEQVOFDUPX-UHFFFAOYSA-N,C16H35O4P,,,Bis(2-ethylhexyl) phosphate,,organic,structured_pubchem,substance,research,Merck,814181,,,,,1,telegram:minatajhiz,1,,,نام فارسی: بیس 2_ اتیل هگزیل فسفات نام ماده: Bis(2-ethylhexyl) phosphate مختصر: Bis(2-ethylhexyl) phosphate کد محصول مرک: 814181 واردات جدید مرک
"bis(2-methylpropyl) benzene-1,2-dicarboxylate",84-69-5,6782,MGWAVDBGNNKXQV-UHFFFAOYSA-N,C16H22O4,278.34,,Diisobutyl phthalate,"bis(2-methylpropyl) benzene-1,2-dicarboxylate",organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:IranChemicals,1,,,🔴 #فروش دی بوتیل تین اکساید DBTO چینی درجه ۱ برای صنایع رنگ و رزین 09123262329
bis(trichloromethyl) carbonate,,94429,UCPYLLCMEDAXFR-UHFFFAOYSA-N,C3Cl6O3,,,Triphosgene,,organic,structured_pubchem,substance,research,Merck,814283,,,,,1,telegram:minatajhiz,1,,,نام فارسی: بیس (تری کلرو متیل )کربنات نام ماده: Bis(trichloromethyl) carbonate کد محصول مرک: 814283 شرکت مینا تجهیزآریا وارد کننده مواد شیمیایی و آزمایشگاهی برند مرک و سیگما آلدریچ
bromoethane,74-96-4,6332,RDHPKYGYEGBMSE-UHFFFAOYSA-N,C2H5Br,108.97,,Ethyl Bromide,bromoethane,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:jahaneshimicom,1,,,"سلام جسارتا"" اتیل بروماید موجود دارید؟ 09910439838"
"butane-1,2,3,4-tetracarboxylic acid",,15560,GGAUUQHSCNMCAU-UHFFFAOYSA-N,C8H10O8,,,"1,2,3,4-Butanetetracarboxylic acid",,organic,structured_pubchem,substance,research,Merck,814924,,,,,1,telegram:minatajhiz,1,,,"1و2و3و4 بوتان تترا کربوکسیلیک اسید 1,2,3,4-Butanetetracarboxylic acid کد محصول مرک: 814924 واردات جدید مرک"
"butane-1,3-diol",,7896,PUPZLCDOIYMWBV-UHFFFAOYSA-N,C4H10O2,,,"1,3-Butanediol",,organic,structured_pubchem,substance,research,Merck,801964,,,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/509,2019-02-13T07:14:51+00:00,"1,3-Butanediol #merck 801964"
"butane-1,4-diol",,8064,WERYXYBDKMZEQL-UHFFFAOYSA-N,C4H10O2,,,"1,4-Butanediol",,organic,structured_pubchem,substance,research,Exir,,,,,,1,telegram:minatajhiz,1,,,"1,4-Butanediol, 99% #Exir"
butyl acrylate,141-32-2,8846,CQEYYJKEWSMYFG-UHFFFAOYSA-N,C7H12O2,,,butyl acrylate,,organic,alias+pubchem,substance,research,Sigma-Aldrich,474452,,value=25.0 unit=ml normalised_value=25.0 normalised_unit=ml raw=25ML,in_stock,,4,telegram:ChemIranSanat; telegram:Maran_Tejarat_Eshen; telegram:Boof_company; telegram:IranChemicals,46,https://t.me/ChemIranSanat/1410 | https://t.me/ChemIranSanat/1677 | https://t.me/ChemIranSanat/1945,2018-04-26T08:50:29+00:00<->2018-11-17T08:09:38+00:00,"474452 Aldrich 2,2,3,4,4,4-Hexafluorobutyl acrylate 25ML موجود و آماده تحویل 09386489001 @ChemIranAdmin 🆔 @ChemIran1"
calcium formate,544-17-2,10997,CBOCVOKPQGJKKJ-UHFFFAOYSA-L,C2H2CaO4,,,calcium formate,,organic,alias,composite,industrial,,,,,,,2,telegram:Maran_Tejarat_Eshen; telegram:jahaneshimicom,1,https://t.me/jahaneshimicom/162,2024-01-28T14:10:54+00:00,برندهای ماران تجارت: علاوه بر موارد ذکر شده، در سال 1403 این شرکت اقدام به سفارش تولید برخی از مواد اولیه خاص مطابق با نیاز بازار ایران نموده که علاوه بر تامین کیفیت مورد نیاز، از لحاظ اقتصادی نیز بصرفه باشد. در همین راستا برند های ذیل به بازار ایران معرفی شده است: #هیدروما ( #HYDROMA ) برای انواع پ
calcium stearate,1592-23-0,15324,CJZGTCYPCWQAJB-UHFFFAOYSA-L,C36H70CaO4,,,calcium stearate,,organic,alias,polymer,industrial,Zarrin,,,,to_order,,2,telegram:Ch_Chemical_leaders; telegram:fanchem,16,https://t.me/Ch_Chemical_leaders/470 | https://t.me/fanchem/102 | https://t.me/fanchem/159,2018-01-28T07:44:39+00:00<->2018-12-08T08:55:31+00:00,🔹 فروش ویژه کلسیم استئارات (Calcium Stearate) در فروشگاه پلی زون! 🔹 کلسیم استئارات یکی از مواد شیمیایی پرکاربرد است که به دلیل ویژگی‌های منحصربه‌فرد خود در صنایع مختلف مورد استفاده قرار می‌گیرد. این ماده به عنوان روان‌کننده، عامل جداکننده و پایدارکننده حرارتی در تولید محصولات پلاستیکی و لاستیکی نقش
chloro(trimethyl)silane,75-77-4,6397,IJOOHPMOJXWVHK-UHFFFAOYSA-N,C3H9ClSi,,,Chlorotrimethylsilane,,organic,cas_only+pubchem,substance,research,Merck,818737,,value=108.64 unit=g normalised_value=108.64 normalised_unit=g raw=108.64 g,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/1068,2023-09-09T11:24:41+00:00,نام فارسی: کلرو تری متیل سیلان نام ماده: Chlorotrimethylsilane کد محصول مرک: 818737 فرمول: C3H9ClSi C A S NUMBER: 75-77-4 مولار: 108.64 g/mol‌ واردات جدید مرک
chloroform,67-66-3,6212,HEDRZPFGACZZDS-UHFFFAOYSA-N,CHCl3,,,chloroform,,organic,alias+pubchem,substance,research,Merck,802353,,,,,1,telegram:minatajhiz,1,,,فنیل کلروفرمات Phenyl chloroformate کد محصول مرک: 802353 واردات جدید مرک
chloromethane,74-87-3,6327,NEHMKBQYUWJMIP-UHFFFAOYSA-N,CH3Cl,50.49,,Methyl Chloride,chloromethane,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:IranChemicals,1,,,🆘 🔬 🆘 🔴 #دانستنی ها 🟩 قوی ترین رنگبر جهان 🔴 متیلن کلراید موثر ولی سمی و خطرناک ! 🆘 🔬 🆘
chloromethylbenzene,100-44-7,7503,KCXMKQUNVWSEMD-UHFFFAOYSA-N,C7H7Cl,126.58,,Benzyl Chloride,chloromethylbenzene,organic,ai_resolved+cas_only+pubchem,substance,research,,,,,,,1,telegram:minatajhiz,1,,,Benzyl chloride for synthesis 801809 #merck
choline chloride,67-48-1,6209,SGMZJAMFUVOLNK-UHFFFAOYSA-M,C5H14ClNO,,,choline chloride,,organic,alias+pubchem,substance,research,Daejung,,,,in_stock,,2,telegram:ChemIranSanat; telegram:jahaneshimicom,2,https://t.me/ChemIranSanat/1283 | https://t.me/jahaneshimicom/19,2018-02-28T14:35:29+00:00<->2023-12-19T12:07:11+00:00,کولین کلراید واردات از آلفاایسر @ChemIranAdmin 🆔 @ChemIran1
citric acid,77-92-9,311,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C6H8O7,,,citric acid,,organic,alias+pubchem,substance,research,Merck,,,,in_stock,,3,telegram:minatajhiz; telegram:Ch_Chemical_leaders; telegram:chemgroup,2,https://t.me/Ch_Chemical_leaders/51 | https://t.me/chemgroup/1502,2016-04-05T07:15:44+00:00<->2024-08-11T07:55:38+00:00,💡 اسید سیتریک یا جوهر لیمو اسید سیتریک در دو نوع مونوهیدرات و آن هیدروز بصورت پودر کریستالی محصول کمپانی مرک آلمان به فروش میرسد. @minatajhiz
dibenzothiophene,,3023,IYYZUPMFVPLQIF-UHFFFAOYSA-N,C12H8S,,,dibenzothiophene,,organic,structured_pubchem,substance,research,Merck,820409,,,,,1,telegram:minatajhiz,1,,,دی بنزوتیوفن Dibenzothiophene کد محصول مرک: 820409 واردات جدید مرک
dibutyl(oxo)tin,,61221,JGFBRKRYDCGYKD-UHFFFAOYSA-N,C8H18OSn,,,Dibutyltin oxide,,organic,structured_pubchem,substance,research,Merck,803539,,,,,1,telegram:minatajhiz,1,,,دی بوتیل تین اکساید Dibutyltin oxide کد محصول مرک 803539 واردات جدید مرک
dichloromethane,75-09-2,6344,YMWUJEATGCHHMB-UHFFFAOYSA-N,CH2Cl2,,,dichloromethane,,organic,alias+pubchem,substance,research,Honeywell,,,,in_stock,,1,telegram:ChemIranSanat,1,,,Dichloromethane Honeywell | Riedel موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ درخواست قیمت یا سفارش کالا 👇 ADMIN 🆔 @ChemIranAdmin 🆔 @ChemIran1
diethyl ether,60-29-7,3283,RTZKZFJDLAIYFH-UHFFFAOYSA-N,C4H10O,,,diethyl ether,,organic,alias+pubchem,substance,research,Sigma-Aldrich,189898,,value=1.035 unit=g normalised_value=1.035 normalised_unit=g raw=1.035 g,,,2,telegram:minatajhiz; telegram:chemgroup,2,https://t.me/minatajhiz/1058 | https://t.me/chemgroup/4031,2017-10-04T08:29:08+00:00<->2023-08-07T07:56:01+00:00,189898 Aldrich Methylmagnesium bromide solution 3.0 M in diethyl ether density 1.035 g/mL at 25 °C
dimethyl (Z)-but-2-enedioate,,5271565,LDCRTTXIJACKKU-ARJAWSKDSA-N,C6H8O4,,,Dimethyl maleate,,organic,structured_pubchem,substance,research,Merck,841681,,,,,1,telegram:minatajhiz,1,,,دی متیل مالئات Dimethyl maleate کد محصول مرک: 841681 واردات جدید مرک
dimethyl sulfoxide,67-68-5,679,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,C2H6OS,,,dimethyl sulfoxide,,organic,alias+pubchem,substance,research,Daejung,,,value=2.5 unit=lit normalised_value=2500.0 normalised_unit=ml raw=2.5lit,in_stock,,2,telegram:minatajhiz; telegram:ChemIranSanat,7,https://t.me/ChemIranSanat/536 | https://t.me/ChemIranSanat/552 | https://t.me/ChemIranSanat/611,2017-08-09T06:27:59+00:00<->2017-08-12T13:34:05+00:00,"Dimethyl sulfoxide, Reagent Grade, >99.5% DMSO 2.5lit"
dimethylformamide,68-12-2,6228,ZMXDDKWLCZADIW-UHFFFAOYSA-N,C3H7NO,,,dimethylformamide,,organic,alias+pubchem,substance,industrial,,,,,,,1,telegram:IranChemicals,1,,,🔴 #فناوری #موج_چهارم انقلاب صنعتی 🟩 حقیقت پشت پرده GPS رایگان 🔴 زیرساختی رایگان با هزینه‌ای پنهان برای زندگی بهتر و جاسوسی https://youtu.be/gUOJX4I5pjs?si=JpfcjDMFCo0GT5Sh
diphenylmethanone,,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,,,Benzophenone,,organic,structured_pubchem,substance,research,Merck,801801,,,,,1,telegram:minatajhiz,1,https://t.me/minatajhiz/489,2019-01-12T05:46:38+00:00,Benzophenone #merck 801801
edta,60-00-4,6049,KCXVZYZYPLLWCC-UHFFFAOYSA-N,C10H16N2O8,,,Ethylenediaminetetraacetic Acid,,organic,alias+pubchem,substance,research,,,,,,,1,telegram:IranChemicals,1,,,🔥 🔥 🔥 🔴 ناگفته‌های بیژن نامدار زنگنه از پرونده کرسنت در گفت‌وگو با فراز 🟥 مهندس #بیژن_زنگنه : 🔴 سعید جلیلی درخواست من را برای مناظره نپذیرفت ✅ چه ارتباطی بین مخالفت‌های داخلی با قرارداد کرسنت و خواست آمریکا، اسراییل و عربستان وجود دارد؟ ✅ عملکرد سیاه شما را کرسنت تمیز نمی‌کند! ✅ سعید جلیلی در نامه‌ا
ethanol,64-17-5,702,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,C2H6O,,,ethanol,,organic,alias+pubchem,substance,research,Sigma-Aldrich,B65586,,,,,4,telegram:minatajhiz; telegram:ChemIranSanat; telegram:IranChemicals; telegram:chemgroup,6,https://t.me/minatajhiz/508 | https://t.me/ChemIranSanat/78 | https://t.me/IranChemicals/29469,2016-10-25T12:30:07+00:00<->2017-05-26T07:36:40+00:00,B65586 Aldrich 2-Bromoethanol فروش مواد شیمیایی آزمایشگاهی تخصصی
ethoxycarbonyl ethyl carbonate,,3051,FFYPMLJYZAEMQB-UHFFFAOYSA-N,C6H10O5,,,Diethyl Pyrocarbonate,,organic,structured_pubchem,substance,research,Merck,841751,,,,,1,telegram:minatajhiz,1,,,دی اتیل دی کربنات Diethyl dicarbonate کد محصول مرک: 841751 واردات جدید مرک
ethyl 2-hydroxypropanoate,97-64-3,7344,LZCLXQDLBQLTDK-UHFFFAOYSA-N,C5H10O3,118.13,,Ethyl Lactate,ethyl 2-hydroxypropanoate,organic,ai_resolved+cas_only+pubchem,substance,industrial,,,,,,,1,telegram:Maran_Tejarat_Eshen,1,,,"فروش ویژه مقدار محدودی هما چینی HEMA با قیمت رقابتی بدون انبارداری #ماران_تجارت_اشن 021-22799285,95 09128066375"
ethyl 3-oxobutanoate,,8868,XYIBRDXRRQCHLP-UHFFFAOYSA-N,C6H10O3,,,Ethyl Acetoacetate,,organic,structured_pubchem,substance,research,,809622,,value=1.0 unit=lit normalised_value=1000.0 normalised_unit=ml raw=1lit,,,1,telegram:minatajhiz,1,,,Ethyl acetoacetate for synthesis 809622 1lit
ethyl 4-methyl-3-oxopentanoate,,81583,XCLDSQRVMMXWMS-UHFFFAOYSA-N,C8H14O3,,,Ethyl isobutyrylacetate,,organic,structured_pubchem,substance,research,Acros,,,value=10.0 unit=g normalised_value=10.0 normalised_unit=g raw=10G,in_stock,,1,telegram:ChemIranSanat,1,,,38344 Acros Ethyl isobutyrylacetate 10G ✈️ واردات مسافری تاریخ تولید ماده: 6/16/2019 تاریخ امروز: 7/1/2019 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی 📱 دریافت قیمت یا سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1
ethyl formate,109-94-4,8025,WBJINCZRORDGAQ-UHFFFAOYSA-N,C3H6O2,,,ethyl formate,,organic,alias+pubchem,substance,research,,,,,in_stock,,1,telegram:ChemIranSanat,1,,,شیمی تمشک بوی تمشک مربوط به یک کتون معروف به کتون تمشک می باشد. اتیل فرمات موجود در تمشک در دل کهکشان شیری نیز یافت شده است! 🆔 @ChemIran1
ethyl prop-2-enoate,,8821,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,C5H8O2,,,Ethyl Acrylate,,organic,structured_pubchem,substance,industrial,,,,value=180.0 unit=کیلو normalised_value=180000.0 normalised_unit=g raw=180 کیلو,,,1,telegram:Boof_company,1,,,🔰 محصول اتیل آکریلات Ethyl Acrylate (EA) ➖️ نام علمی : Ethyl Acrylate (اتیل اکریلات) ➖️ فرمول شیمیایی : C₅H₈O₂ ➖️ ماده پایه : استر ➖️ برند : ستلایت (Satellite) ➖️ کشور : چین (China) ➖️ وزن بسته : 180 کیلو گرم ➖️ پالت : 720 کیلو گرم (4 بشکه) ➖️ قیمت : ☎️ …
ethylene glycol,107-21-1,174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,C2H6O2,,,ethylene glycol,,organic,alias,composite,industrial,,,,value=180.0 unit=کیلو normalised_value=180000.0 normalised_unit=g raw=180 کیلو,in_stock,,3,telegram:Maran_Tejarat_Eshen; telegram:Ch_Chemical_leaders; telegram:Boof_company,4,https://t.me/Maran_Tejarat_Eshen/627 | https://t.me/Ch_Chemical_leaders/10 | https://t.me/Ch_Chemical_leaders/477,2023-12-20T08:57:17+00:00<->2025-11-25T09:47:41+00:00,#مونومر_اکریلاتی 2-هیدروکسی اتیل متاکریلات(HEMA) : مونومری آبگریز است که از طریق واکنش بین اتیلن گلایکول و متاکرلیک اسید تولید می‌شود. مزایای کاربردی استفاده از HEMA شامل: • ایجاد مقاومت به نور UV • ایجاد مقاومت مناسب محیطی و شیمیایی در رزین تولیدی • ایجاد پایداری هیدرولیکی در پلیمر تولیدی • بهبود خ
formaldehyde,50-00-0,712,WSFSSNUMVMOOMR-UHFFFAOYSA-N,CH2O,,,formaldehyde,,organic,alias+pubchem,substance,industrial,,,,value=200.0 unit=کیلو normalised_value=200000.0 normalised_unit=g raw=200 کیلو,,,2,telegram:Boof_company; telegram:IranChemicals,1,https://t.me/IranChemicals/31738,2026-08-19T15:59:58+00:00,🔰 محصول سدیم فرمالدهید سولفوکسیلات - Sodium Formaldehyde Sulfoxylate ‌ ➖️ نام علمی : Sodium Formaldehyde Sulfoxylate (سدیم فرمالدهید سولفوکسیلات) ➖️ نام تجاری : انالایت (Enalite) ➖️ فرمول شیمیایی : NaHSO₂.CH₂O.2H₂O ➖️ ماده پایه : هیدروکسی متان سولفینات سدیم ➖️ کشور : هند (India) ➖️ وزن بشکه : 200 کی
formamide,75-12-7,713,ZHNUHDYFZUAESO-UHFFFAOYSA-N,CH3NO,,,formamide,,organic,alias+pubchem,substance,research,Honeywell,,,value=2.5 unit=l normalised_value=2500.0 normalised_unit=ml raw=2.5L,in_stock,,1,telegram:ChemIranSanat,1,https://t.me/ChemIranSanat/1976,2021-04-11T06:45:33+00:00,"N,N-dimethylformamide Honeywell | Riedel موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ❓ درخواست قیمت یا سفارش کالا 👇 ADMIN 🆔 @ChemIranAdmin 🆔 @ChemIran1"
"furan-2,5-dione",,7923,FPYJFEHAWHCUMM-UHFFFAOYSA-N,C4H2O3,,,Maleic Anhydride,,organic,structured_pubchem,substance,research,Merck,800408,,,,,1,telegram:minatajhiz,1,,,مالئیک انیدرید Maleic anhydride کد محصول مرک: 800408 واردات جدید مرک
glycerol,56-81-5,753,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C3H8O3,,,glycerol,,organic,alias+pubchem,substance,research,Merck,100465,,,,,3,telegram:minatajhiz; telegram:Ch_Chemical_leaders; telegram:chemgroup,2,https://t.me/Ch_Chemical_leaders/214 | https://t.me/chemgroup/1414,2016-03-08T07:49:06+00:00<->2025-06-24T06:01:07+00:00,نام فارسی: محیط کشت دی جی 18 نام ماده: Dichloran Glycerol (DG18)-Agar کد محصول مرک: 100465 واردات جدید مرک
guanidine;hydrochloride,,5742,PJJJBBJSCAKJQF-UHFFFAOYSA-N,CH6ClN3,,,Guanidine Hydrochloride,,organic,structured_pubchem,substance,research,,,,value=5.0 unit=kg normalised_value=5000.0 normalised_unit=g raw=5kg,,,1,telegram:labshop,1,,,✅ Guanidine thiocyanate 5kg ✅ Guanidine hydrochloride 5kg ✅ Molecular Biology grade produced by 🇩🇪 🇩🇪 neofroxx company
