"# export_metadata: {""exported_at"": ""2026-08-25T18:52:50Z"", ""skill"": ""iran-chem-database@2.19.0 (clawhub: @orionshaowswmw/iran-chem-database)"", ""rows"": 1041, ""previous_primary_rows"": 957, ""added_unique_cids_vs_v218_workspace_export"": 84, ""confirmed_organic"": 1041, ""unique_cids"": 1041, ""unique_inchikeys"": 1035, ""rows_with_cas"": 569, ""rows_with_canonical_smiles"": 1035, ""rows_with_evidence_url"": 977, ""composition"": {""verified_telegram_listing"": 358, ""verified_catalogue"": 480, ""verified_catalogue | verified_telegram_listing"": 2, ""verified_web_catalogue"": 200, ""(none)"": 1}, ""pipeline"": ""Merged previous skill seed (market-verified + expanded + parallel-AI + legacy) with 2026-08-25 live Iranian catalogue harvest (Telegram + WooCommerce + TamadKala sitemaps). CID-deduped. PubChem-confirmed. Organic gate. router.py --batch title normalization only — never invents."", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in configured public Iranian supplier catalogues. NOT a national census. Listing presence is not proof of current stock."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""iran_organic_molecules_parallel_ai_2026-08-24.csv as CURRENT/PRIMARY; older seed files retained for audit""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
oxiran-2-ylmethanol,Glycidol,oxiran-2-ylmethanol; Glycidol,556-52-5,11164,CTKINSOISVBQLD-UHFFFAOYSA-N,C3H6O2,74.08,C1C(O1)CO,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,,oxiran-2-ylmethanol,existing skill export,verified_catalogue,2026-08-23,8130051ca53bbcd308686d89490edb7d425d87301e031f9a05b8e90cf7c1a9d1
magnesium bis(octadecanoate),Magnesium stearate,magnesium bis(octadecanoate); Magnesium stearate; magnesium stearate,557-04-0,11177,HQKMJHAJHXVSDF-UHFFFAOYSA-L,C36H70MgO4,591.2,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],confirmed_organic,pharmaceutical_or_api,research,TamadKala; Telegram: Ch_Chemical_leaders; Telegram: fanchem; IR Chem / Pishgaman,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/Ch_Chemical_leaders/255,magnesium bis(octadecanoate) | استئارات منیزیم extra pure نوترون | استئارات منیزیم خوراکی,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,d3b2e572fbd9438ae33770e1a6b6230e2455f401ded99234653e31f43afb3a3d
zinc bis(octadecanoate),Zinc Stearate,zinc bis(octadecanoate); Zinc Stearate; zinc stearate,557-05-1,11178,XOOUIPVCVHRTMJ-UHFFFAOYSA-L,C36H70O4Zn,632.3,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Zn+2],confirmed_organic,organic_reagent,research,Telegram: fanchem; TamadKala; IR Chem / Pishgaman,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/fanchem/115,zinc bis(octadecanoate),existing skill export,verified_catalogue,2026-08-23,63cd4bfd600712b5a60d2bcd064f0b38d1752164af478c6ce87c4d0aa066b91d
zinc diacetate,Zinc Acetate,zinc diacetate; Zinc Acetate; zinc acetate,557-34-6,11192,DJWUNCQRNNEAKC-UHFFFAOYSA-L,C4H6O4Zn,183.5,CC(=O)[O-].CC(=O)[O-].[Zn+2],confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat; TamadKala,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1881,zinc diacetate,existing skill export,verified_catalogue,2026-08-23,22711c30d23ce0a0c8f791ad2c6116328bdb892b5f3fa7a5a1f84a8d70d04879
ethenol,pva,ethenol; pva; Polyvinyl Alcohol (PVA); PVA,9002-89-5,11199,IMROMDMJAWUWLK-UHFFFAOYSA-N,C2H4O,44.05,C=CO,confirmed_organic,,,TamadKala; Isatis Shimi,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/4224/فروش-پلی-وینیل-الکل-فروش-pva,فروش پلی وینیل الکل فروش pva,alias+pubchem,verified_web_catalogue,2026-08-25,52a8dcea8aa56278c1a0e930dcf56428335b977b6dac3d1cf98c3aed6011a837
2-methylbut-1-ene,2-Methyl-1-butene,,563-46-2,11240,MHNNAWXXUZQSNM-UHFFFAOYSA-N,C5H10,70.13,CCC(=C)C,confirmed_organic,organic_reagent,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1390,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-04-16,09ade74d510b4d8b56962baa47d70b517aa4933b8d200cce81f500a69c538d62
"4-[(4-aminophenyl)-(4-iminocyclohexa-2,5-dien-1-ylidene)methyl]aniline;hydrochloride",Pararosaniline Hydrochloride,,569-61-9,11292,JUQPZRLQQYSMEQ-UHFFFAOYSA-N,C19H18ClN3,323.8,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,confirmed_organic,colorant_or_indicator,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/1050,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2023-07-11,edf3a3685db6b6b5bbd22e3c48493dfd0fa6c89e40b04f6f1ee6c537fd3cb61b
Pararosaniline,Pararosaniline,,,11293,AFAIELJLZYUNPW-UHFFFAOYSA-N,C19H17N3,287.4,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,confirmed_organic,colorant_or_indicator,,minatajhiz,telegram,listing_evidence_crawled_2026-08-23,https://t.me/minatajhiz/1050,پارا رزانیلین Pararosaniline (chloride) (C.I. 42500) کد محصول مرک: 107509 واردات جدید مرک,ai_resolved+pubchem,verified_telegram_listing,2026-08-23,a112b034742a7ea33e13365f7afab8ed891c6b319baa5c4df72e1b1d99ca5593
Malachite Green,Malachite green,,,11294,FDZZZRQASAIRJF-UHFFFAOYSA-M,C23H25ClN2,364.9,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-],confirmed_organic,colorant_or_indicator,,jahaneshimicom,telegram,listing_evidence_crawled_2026-08-23,https://t.me/jahaneshimicom/90,سلام رنگ مالاشیت گرین دارید؟ 09195743545,ai_resolved+pubchem,verified_telegram_listing,2026-08-23,1cfb0ea2c5fafe62e5b941610cb93be03b355b5f4ea66793ff14cf73008a4e22
disodium;4-amino-3-[[4-[4-[(1-amino-4-sulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]naphthalene-1-sulfonate,Congo red,disodium;4-amino-3-[[4-[4-[(1-amino-4-sulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]naphthalene-1-sulfonate; Congo red,573-58-0,11313,IQFVPQOLBLOTPF-UHFFFAOYSA-L,C32H22N6Na2O6S2,696.7,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],confirmed_organic,colorant_or_indicator,,Fardad Shimi; telegram:ATRmedShop; telegram:labshop,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/679,کنگو رد مرک MERCK,router_title_normalization,verified_catalogue,2026-08-23,07bb6c7ae9530d5484e3cc7eb53a07366bafbbcc619fa08bf6f053f17973997c
"2-(2-bromoethyl)isoindole-1,3-dione","1H-Isoindole-1,3(2H)-dione, 2-(2-bromoethyl)-","2-(2-bromoethyl)isoindole-1,3-dione; 1H-Isoindole-1,3(2H)-dione, 2-(2-bromoethyl)-",574-98-1,11325,CHZXTOCAICMPQR-UHFFFAOYSA-N,C10H8BrNO2,254.08,C1=CC=C2C(=C1)C(=O)N(C2=O)CCBr,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/979,"2-(2-bromoethyl)isoindole-1,3-dione",existing skill export,verified_catalogue,2026-08-23,7af2034410d4ad557e857529eefe51b46e45afd4259796076d2416d96f544704
Potassium Carbonate,Potassium carbonate,Potassium Carbonate; Potassium carbonate; dipotassium;carbonate; potassium carbonate,584-08-7,11430,BWHMMNNQKKPAPP-UHFFFAOYSA-L,CK2O3,138.205,C(=O)([O-])[O-].[K+].[K+],confirmed_organic,organic_reagent,,Mojallali Group; TamadKala; DigiShimi; ShimiMan,web_catalogue,listing_evidence_crawled_2026-08-23,https://drm-chem.com/en/product/potassium-carbonate-en/,Potassium carbonate,pubchem_direct,verified_web_catalogue,2026-08-23,1548d18c3e263403c3604bf3e5c2954e0d52771ce7e329f8786de634625f0f78
"pyrrolidine-2,5-dione",Succinimide,"pyrrolidine-2,5-dione; Succinimide",,11439,KZNICNPSHKQLFF-UHFFFAOYSA-N,C4H5NO2,99.09,C1CC(=O)NC1=O,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/1015,"pyrrolidine-2,5-dione",existing skill export,verified_catalogue,2026-08-23,6d6ffe356dab17a5ef48f0f2ee728e3ef6d015077001f833d442a901a4786e07
3-methoxybenzoic acid,ovm,3-methoxybenzoic acid; ovm,,11461,XHQZJYCNDZAGLW-UHFFFAOYSA-N,C8H8O3,152.15,COC1=CC=CC(=C1)C(=O)O,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/194305/دستگاه-ویسکومتر-نوری-ژیکان-مدل-ovm-10,دستگاه ویسکومتر نوری ژیکان مدل ovm 10,structured_pubchem,verified_web_catalogue,2026-08-25,684b01cd428b86cada2e726811bf1769cec48299b17fafbca359936465e41a78
N-phenylaniline,Diphenylamine,N-phenylaniline; Diphenylamine,92-67-1,11487,DMBHHRLKUKUOEG-UHFFFAOYSA-N,C12H11N,169.22,C1=CC=C(C=C1)NC2=CC=CC=C2,confirmed_organic,organic_reagent,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/146363/%D8%AF%DB%8C-%D9%81%D9%86%DB%8C%D9%84-%D8%A2%D9%85%DB%8C%D9%86-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7-820528,دی فنیل آمین سیگما 820528,router_title_normalization,verified_catalogue,2026-08-23,b29d020a49a9a5acf34a9c05dedf42081500d626baac79108efa853e1f4a72ad
mercury(2+) dithiocyanate,mercury(2+) dithiocyanate,mercury(2+) dithiocyanate,592-85-8,11615,GBZANUMDJPCQHY-UHFFFAOYSA-L,C2HgN2S2,316.8,C(#N)[S-].C(#N)[S-].[Hg+2],confirmed_organic,,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/mercury-ii-thiocyanate-en/,Mercury (II) thiocyanate,cas_pubchem,verified_web_catalogue,2026-08-25,6deeafbb13015bb9e1c3b6e94ae821fb81dd810e739179543e91dc4f865cf690
Triphenylphosphine,triphenylphosphine,,,11776,RIOQSEWOXXDEQQ-UHFFFAOYSA-N,C18H15P,262.3,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3,confirmed_organic,organic_reagent,,minatajhiz,telegram,listing_evidence_crawled_2026-08-23,https://t.me/minatajhiz/662,Triphenylphosphine 808270 250gr #merck,ai_resolved+pubchem,verified_telegram_listing,2026-08-23,d9a2525fa2de48e54ed7a1227b597b79e39d8b1dc53cb56b8cdc5fe636770acb
"2-hydroxy-3,5-dinitrobenzoic acid","3,5-Dinitrosalicylic acid","2-hydroxy-3,5-dinitrobenzoic acid; 3,5-Dinitrosalicylic acid",609-99-4,11873,LWFUFLREGJMOIZ-UHFFFAOYSA-N,C7H4N2O7,228.12,C1=C(C=C(C(=C1C(=O)O)O)[N+](=O)[O-])[N+](=O)[O-],confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1855,"2-hydroxy-3,5-dinitrobenzoic acid",existing skill export,verified_catalogue,2026-08-23,b1f8ec415fe9795f94899030e690dd04e55e2144fe085dad637fe2a7b4073896
tert-butyl benzenecarboperoxoate,tert-Butyl peroxybenzoate,,,11966,GJBRNHKUVLOCEB-UHFFFAOYSA-N,C11H14O3,194.23,CC(C)(C)OOC(=O)C1=CC=CC=C1,confirmed_organic,organic_reagent,,telegram:Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/Maran_Tejarat_Eshen/330,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2019-06-15,3544c1015ffcdd414e9156dd0decfa4f498cf1161411648e4737619d042cc55f
"2,4-dibromoaniline",Cadmium acetate,"2,4-dibromoaniline; Cadmium acetate",615-57-6,12004,DYSRXWYRUJCNFI-UHFFFAOYSA-N,C6H5Br2N,250.92,C1=CC(=C(C=C1Br)Br)N,confirmed_organic,organic_reagent,,Fardad Shimi,Iranian online lab-chemical shop,product_page_listed_not_current_stock_verified,,استات روی ۲ آبه MERCK | ...,router_title_normalization,verified_catalogue,2026-08-23,1034d9c32edfe0af26bece431295a2b40ee19f00198f90f60e6c895ed7e1618d
dimethyl carbonate,Dimethyl Carbonate,,616-38-6,12021,IEJIGPNLZYLLBP-UHFFFAOYSA-N,C3H6O3,90.08,COC(=O)OC,confirmed_organic,organic_reagent,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/121,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2017-10-11,c97e4aacdd581293d838999402b565d1e9219d3ab539b1ebe0fb2881211d0d6b
"5-nitrobenzene-1,3-dicarboxylic acid",5-Nitroisophthalic acid,"5-nitrobenzene-1,3-dicarboxylic acid; 5-Nitroisophthalic acid",,12069,NBDAHKQJXVLAID-UHFFFAOYSA-N,C8H5NO6,211.13,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1792,"5-nitrobenzene-1,3-dicarboxylic acid",existing skill export,verified_catalogue,2026-08-23,3ce6540d0d273c44cc55c865b6f97db186aba3f409392216cc507e10b4bc8fc6
4-cyanobenzoic acid,4-Cyanobenzoic acid,4-cyanobenzoic acid; 4-Cyanobenzoic acid,,12087,ADCUEPOHPCPMCE-UHFFFAOYSA-N,C8H5NO2,147.13,C1=CC(=CC=C1C#N)C(=O)O,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1460,4-cyanobenzoic acid,existing skill export,verified_catalogue,2026-08-23,dd64002c38808997d78a6e27a060e32dcc35417cbbe5b7608c57f3c39646f002
4-formylbenzoic acid,4-Formylbenzoic acid,4-formylbenzoic acid; 4-Formylbenzoic acid,619-66-9,12088,GOUHYARYYWKXHS-UHFFFAOYSA-N,C8H6O3,150.13,C1=CC(=CC=C1C=O)C(=O)O,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1368,4-formylbenzoic acid,existing skill export,verified_catalogue,2026-08-23,911ccba42fb2f892d1aadc0f00ca7f5dcad3b40dbe5197b1442ebd597c0a991f
4-hydrazinylbenzoic acid,4-Hydrazinobenzoic acid,4-hydrazinylbenzoic acid; 4-Hydrazinobenzoic acid,,12089,PCNFLKVWBDNNOW-UHFFFAOYSA-N,C7H8N2O2,152.15,C1=CC(=CC=C1C(=O)O)NN,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1835,4-hydrazinylbenzoic acid,existing skill export,verified_catalogue,2026-08-23,1a8068f42b96c3b1ff1bf989eb4dc135f1df628e7334a467c01f89bff2c107c0
1-ethyl-4-methylbenzene,1-Ethyl-4-Methylbenzene,,622-96-8,12160,JRLPEMVDPFPYPJ-UHFFFAOYSA-N,C9H12,120.19,CCC1=CC=C(C=C1)C,confirmed_organic,organic_reagent,,telegram:ChemIranSanat,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/ChemIranSanat/1400,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2018-04-22,6d6301d4cb66d8923f0e474d856e52eb75b26f26bf5c096711d7ef64f60c57fa
terephthalaldehyde,Terephthalaldehyde,terephthalaldehyde; Terephthalaldehyde,,12173,KUCOHFSKRZZVRO-UHFFFAOYSA-N,C8H6O2,134.13,C1=CC(=CC=C1C=O)C=O,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/618,terephthalaldehyde,existing skill export,verified_catalogue,2026-08-23,9930410973eb5e5bc97e42d3094f888930a2444fba48127355b4453062074222
ethylurea,Ethylurea,,9009-54-5,12254,RYECOJGRJDOGPP-UHFFFAOYSA-N,C3H8N2O,88.11,CCNC(=O)N,confirmed_organic,organic_reagent,,telegram:IranChemicals,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/Iranchemicals/28918,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2025-04-03,c3ef46722461ecfde7286daf7d97e7135bcfe87e333c56315d7264e9e61ec836
"4-[(4-aminophenyl)-(4-imino-3-methylcyclohexa-2,5-dien-1-ylidene)methyl]aniline;hydrochloride",Basic Fuchsin,"4-[(4-aminophenyl)-(4-imino-3-methylcyclohexa-2,5-dien-1-ylidene)methyl]aniline;hydrochloride; Basic Fuchsin",569-61-9,12447,AXDJCCTWPBKUKL-UHFFFAOYSA-N,C20H20ClN3,337.8,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,confirmed_organic,organic_reagent,,TamadKala; Mojallali Group,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/173637/%D9%85%D8%B9%D8%B1%D9%81-%D9%81%D9%88%D8%B4%DB%8C%D9%86-%D8%A8%D8%A7%D8%B2%DB%8C-%D8%AF%DA%A9%D8%AA%D8%B1%D9%85%D8%AC%D9%84%D9%84%DB%8C,معرف فوشین بازی دکترمجللی,router_title_normalization,verified_catalogue,2026-08-23,cb3e75de4b0b59dd04a3d3220eef976125b4824234e3d761ae03a751be8c6c25
aluminum tris(octadecanoate),Aluminum stearate,aluminum tris(octadecanoate); Aluminum stearate; aluminium stearate; Aluminum Stearate,637-12-7,12496,CEGOLXSVJUTHNZ-UHFFFAOYSA-K,C54H105AlO6,877.4,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Al+3],confirmed_organic,organic_reagent,research,TamadKala; Telegram: Ch_Chemical_leaders; Telegram: fanchem,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/Ch_Chemical_leaders/460,aluminum tris(octadecanoate) | آلومینیوم استئارات امرتات شیمی extra pure,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,39a8a18576d6f8a92beb8c99dd570e327d8c75864559e1a3c12d77679be033b4
2-fluoroacetamide,ftm,2-fluoroacetamide; ftm,,12542,FVTWJXMFYOXOKK-UHFFFAOYSA-N,C2H4FNO,77.06,C(C(=O)N)F,confirmed_organic,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/171246/محیط-کشت-تیو-گلیکولات-فلوئید-ftm-کد-108191-مرک,محیط کشت تیو گلیکولات فلوئید ftm کد 108191 مرک,structured_pubchem,verified_web_catalogue,2026-08-25,bc5a3dda65067e8fff892a3e749459ce84f60d3c794f39bd1f50601d9d33e994
"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione",erythromycin,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione; erythromycin",,12560,ULGZDMOVFRHVEP-RWJQBGPGSA-N,C37H67NO13,733.9,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,confirmed_organic,pharmaceutical_or_api,,Rooz Darou,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%A7%D8%B1%DB%8C%D8%AA%D8%B1%D9%88%D9%85%D8%A7%DB%8C%D8%B3%DB%8C%D9%86-200,قرص اریترومایسین 200,PubChem name validation from supplier product title,verified_catalogue,2026-08-23,b5dc21a6508d82595253e6ef9dd48b1a2f43abe102242f2829b7785f3de6d100
4-methylpent-1-ene,4-Methyl-1-pentene,4-methylpent-1-ene; 4-Methyl-1-pentene,,12724,WSSSPWUEQFSQQG-UHFFFAOYSA-N,C6H12,84.16,CC(C)CC=C,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1185,4-methylpent-1-ene,existing skill export,verified_catalogue,2026-08-23,738fed1b33c8ed3deb9b2c15957ebf3e7073636866c264c894ee887933afcf88
2-methyl-1H-imidazole,2-Methylimidazole,2-methyl-1H-imidazole; 2-Methylimidazole; 2-methylimidazole,693-98-1,12749,LXBGSDVWAMZHDD-UHFFFAOYSA-N,C4H6N2,82.10,CC1=NC=CN1,confirmed_organic,organic_reagent,research,Fardad Shimi; Telegram: ChemIranSanat,Iranian online lab-chemical shop | Iranian supplier Telegram catalogue,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,https://t.me/ChemIranSanat/1319,2-methyl-1H-imidazole | ۲- متیل ایمیدازول MERCK | ...,existing skill export | router_title_normalization,verified_catalogue,2026-08-23,f463a58cee1750cfd4885769bd05438fbf858d14617a7fb206df39cfde5bd287
2-hydroxynaphthalene-1-carbaldehyde,2-Hydroxy-1-naphthaldehyde,,,12819,NTCCNERMXRIPTR-UHFFFAOYSA-N,C11H8O2,172.18,C1=CC=C2C(=C1)C=CC(=C2C=O)O,confirmed_organic,organic_reagent,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/608,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2019-06-02,cd08c149b510b74a46647f07a30c75b0f9ce4ee6ca0c415132dbe4b97f941a5d
Hydroxychloroquine Sulfate,Hydroxychloroquine sulfate,Hydroxychloroquine Sulfate; Hydroxychloroquine sulfate; 2-[4-[(7-chloroquinolin-4-yl)amino]pentyl-ethylamino]ethanol;sulfuric acid,,12947,JCBIVZZPXRZKTI-UHFFFAOYSA-N,C18H28ClN3O5S,434.0,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O,confirmed_organic,pharmaceutical_or_api,,Temad,web_catalogue,listing_evidence_crawled_2026-08-23,https://www.temad.com/product/tablet-hydroxychloroquine-sulfate-200-mg/,Tablet &#8211; Hydroxychloroquine Sulfate 200 mg,ai_resolved+pubchem,verified_web_catalogue,2026-08-23,40803637079e1f1d6225107cdb5dc2244f96eac1f3cf6dbd4e246208dbdc42c8
"(1,1'-Biphenyl)-4,4'-dicarboxylic acid","4,4′-Biphenyldicarboxylic acid",,,13084,NEQFBGHQPUXOFH-UHFFFAOYSA-N,C14H10O4,242.23,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,confirmed_organic,organic_reagent,,ChemIranSanat,telegram,listing_evidence_crawled_2026-08-23,https://t.me/ChemIranSanat/1795,"091522 Fluorochem 4,4′-Biphenyldicarboxylic acid 25g 🔜 موجود و آماده تحویل ✅ شیمیران صنعت فقط اصلی ♾ موجودی و تنوع بی نظیر از برندهای معتبر 📱 سفارش کالا 👇 🆔 @ChemIranAdmin 🆔 @ChemIran1",ai_resolved+pubchem,verified_telegram_listing,2026-08-23,34ea78710c4265077435d4c6f3312ed18cd55b004bfc8aa2f09667f8c8f3f2e3
1-[chloro(ethoxy)phosphoryl]oxyethane,Diethyl chlorophosphate,1-[chloro(ethoxy)phosphoryl]oxyethane; Diethyl chlorophosphate,,13139,LGTLXDJOAJDFLR-UHFFFAOYSA-N,C4H10ClO3P,172.55,CCOP(=O)(OCC)Cl,confirmed_organic,organic_reagent,research,Telegram: ChemIranSanat,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/ChemIranSanat/1923,1-[chloro(ethoxy)phosphoryl]oxyethane,existing skill export,verified_catalogue,2026-08-23,4eae3100473f2ee32e021d3f9ea5b1917f0026affc02dd3dcd9f43f121386401
2-hydroxyethyl prop-2-enoate,2-Hydroxyethyl acrylate,,818-61-1,13165,OMIGHNLMNHATMP-UHFFFAOYSA-N,C5H8O3,116.11,C=CC(=O)OCCO,confirmed_organic,organic_reagent,,telegram:Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/Maran_Tejarat_Eshen/629,,ai_normalised_listing+pubchem_confirmed,verified_telegram_listing,2025-11-25,30e195af6b1275848462f4e7f5734a0e1ac11808e8e99e3217ca6d939ac7373b
"1,6-diisocyanatohexane",Hexamethylene diisocyanate,"1,6-diisocyanatohexane; Hexamethylene diisocyanate",822-06-0,13192,RRAMGCGOFNQTLD-UHFFFAOYSA-N,C8H12N2O2,168.19,C(CCCN=C=O)CCN=C=O,confirmed_organic,organic_reagent,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,listed_not_current_stock_verified,https://t.me/minatajhiz/74,"1,6-diisocyanatohexane",existing skill export,verified_catalogue,2026-08-23,cd258d492792e7f16fe5230416a60e55ac1c677c67b22df7e47d50cd887833e5
