"# export_metadata: {""exported_at"":""2026-08-23T12:30:45+00:00"",""skill"":""iran-chem-database@2.14.1"",""scope"":""Expanded BEST-EFFORT index of distinct confirmed-organic molecules appearing in public Iranian supplier/retailer catalogues and public supplier API/intermediate lists. Not a complete national market census and not a current-stock guarantee."",""rows"":480,""previous_verified_rows"":207,""new_source_records_before_dedup"":1616,""new_source_records_after_chemistry_filter"":948,""source_sets"":{""TamadKala"":""3484 product URLs from product sitemaps; title normalization via router; PubChem validation"",""Fardad Shimi"":""569 product pages from paginated shop listings; title normalization via router"",""DigiShimi"":""268 public WooCommerce products"",""Isatis Shimi"":""188 public WooCommerce products"",""BehChin Chemi Pharmed"":""public human/veterinary API, intermediate, excipient, cosmetic, food-additive lists"",""Pishgaman Shimi (IR Chem)"":""public pharmaceutical/cosmetic/raw-material category product pages"",""ShimiMan"":""public product sitemap titles"",""existing_skill_catalogue"":""207 rows from live-verified Iranian Telegram channels, retained and supplier-labeled"",""Rooz Darou"":""114 public Iranian pharmaceutical product pages; title-mapped and PubChem validated""},""router_assistance"":""router.py was used for Persian/English product-title normalization and category extraction; every admitted new record was independently structure/formula checked via PubChem."",""third_party_relay"":""r.jina.ai was used to retrieve public TamadKala/Fardad Shimi sitemaps or listing pages when direct requests timed out; original direct supplier URLs are retained, and no private data was sent."",""discovered_but_not_admitted"":""Arzan Azma and E-Az were identified as Iranian online lab shops but were not added without a reliable structured product export; their generic/category pages are not molecule-level evidence."",""supplier_column"":""supplier_name is the distinct supplier/retailer field; supplier_platform and supplier_country_evidence preserve context."",""limitations"":""Foreign brands listed by Iranian retailers are product metadata, not evidence that the supplier is foreign. Product page presence is not proof of stock. Mixtures, polymers, equipment, inorganic and unresolved records were excluded."",""filter_stats"":{""not_confirmed_organic"":668},""additional_expansion"":""Rooz Darou pharmaceutical catalogue added; duplicate actives merged and supplier provenance appended.""}"
molecule_name,common_name,cas_number,pubchem_cid,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,research_grade_candidate,research_grade_signal,supplier_name,supplier_platform,supplier_country_evidence,catalogue_presence,availability_status,source_product_titles,source_urls,identity_methods,evidence_record_count
butyl prop-2-enoate,Butyl Acrylate,141-32-2,8846,CQEYYJKEWSMYFG-UHFFFAOYSA-N,C7H12O2,128.17,,confirmed_organic,organic_reagent,yes,industrial; research,Telegram: Boof_company | Telegram: ChemIranSanat | Telegram: IranChemicals | Telegram: Maran_Tejarat_Eshen,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,butyl prop-2-enoate,https://t.me/Boof_company/23 | https://t.me/Boof_company/27 | https://t.me/Boof_company/29 | https://t.me/Boof_company/61 | https://t.me/ChemIranSanat/1410 | https://t.me/ChemIranSanat/1677 | https://t.me/ChemIranSanat/1945 | https://t.me/ChemIranSanat/595 | https://t.me/IranChemicals/31331 | https://t.me/Maran_Tejarat_Eshen/107 | https://t.me/Maran_Tejarat_Eshen/182 | https://t.me/Maran_Tejarat_Eshen/183 | https://t.me/Maran_Tejarat_Eshen/185 | https://t.me/Maran_Tejarat_Eshen/186 | https://t.me/Maran_Tejarat_Eshen/187 | https://t.me/Maran_Tejarat_Eshen/189 | https://t.me/Maran_Tejarat_Eshen/193 | https://t.me/Maran_Tejarat_Eshen/196 | https://t.me/Maran_Tejarat_Eshen/198 | https://t.me/Maran_Tejarat_Eshen/201 | https://t.me/Maran_Tejarat_Eshen/202 | https://t.me/Maran_Tejarat_Eshen/207 | https://t.me/Maran_Tejarat_Eshen/209 | https://t.me/Maran_Tejarat_Eshen/210 | https://t.me/Maran_Tejarat_Eshen/293 | https://t.me/Maran_Tejarat_Eshen/295 | https://t.me/Maran_Tejarat_Eshen/296 | https://t.me/Maran_Tejarat_Eshen/302 | https://t.me/Maran_Tejarat_Eshen/304 | https://t.me/Maran_Tejarat_Eshen/310 | https://t.me/Maran_Tejarat_Eshen/314 | https://t.me/Maran_Tejarat_Eshen/315 | https://t.me/Maran_Tejarat_Eshen/369 | https://t.me/Maran_Tejarat_Eshen/377 | https://t.me/Maran_Tejarat_Eshen/389 | https://t.me/Maran_Tejarat_Eshen/405 | https://t.me/Maran_Tejarat_Eshen/412 | https://t.me/Maran_Tejarat_Eshen/415 | https://t.me/Maran_Tejarat_Eshen/431 | https://t.me/Maran_Tejarat_Eshen/445 | https://t.me/Maran_Tejarat_Eshen/463 | https://t.me/Maran_Tejarat_Eshen/539 | https://t.me/Maran_Tejarat_Eshen/542 | https://t.me/Maran_Tejarat_Eshen/95 | https://t.me/Maran_Tejarat_Eshen/98,existing skill export,91
cadmium(2+);bis(octadecanoate),Cadmium stearate,598-74-9,16681,GWOWVOYJLHSRJJ-UHFFFAOYSA-L,C36H70CdO4,679.4,,confirmed_organic,organic_reagent,not_stated,MERCK,Fardad Shimi,Iranian online lab-chemical shop,site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,استئارات روی MERCK | ...,,router_title_normalization,1
calcium bis(octadecanoate),Calcium Stearate,1592-23-0,15324,CJZGTCYPCWQAJB-UHFFFAOYSA-L,C36H70CaO4,607.0,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: Ch_Chemical_leaders | Telegram: fanchem,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,calcium bis(octadecanoate),https://t.me/Ch_Chemical_leaders/470 | https://t.me/Ch_Chemical_leaders/55 | https://t.me/fanchem/102 | https://t.me/fanchem/159 | https://t.me/fanchem/200 | https://t.me/fanchem/213 | https://t.me/fanchem/276 | https://t.me/fanchem/308 | https://t.me/fanchem/334 | https://t.me/fanchem/390 | https://t.me/fanchem/393 | https://t.me/fanchem/394 | https://t.me/fanchem/395 | https://t.me/fanchem/404 | https://t.me/fanchem/407 | https://t.me/fanchem/443 | https://t.me/fanchem/457,existing skill export,33
calcium diacetate,Calcium acetate,127-10-8,6116,VSGNNIFQASZAOI-UHFFFAOYSA-L,C4H6CaO4,158.17,,confirmed_organic,organic_reagent,not_stated,1% aqueous,Fardad Shimi,Iranian online lab-chemical shop,site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,استات کلسیم ۱ آبه MERCK | ...,,router_title_normalization,1
calcium diformate,Calcium formate,544-17-2,10997,CBOCVOKPQGJKKJ-UHFFFAOYSA-L,C2H2CaO4,130.11,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: Maran_Tejarat_Eshen | Telegram: jahaneshimicom,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,calcium diformate,https://t.me/Maran_Tejarat_Eshen/608 | https://t.me/jahaneshimicom/162,existing skill export,3
calcium propanoate,Calcium Propionate,4075-81-4,19999,BCZXFFBUYPCTSJ-UHFFFAOYSA-L,C6H10CaO4,186.22,,confirmed_organic,organic_reagent,not_stated,False | True,DigiShimi,Iranian online chemical shops,site shows Iranian online shops,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,پروپیونات کلسیم,https://digishimii.ir/Product/%d9%be%d8%b1%d9%88%d9%be%db%8c%d9%88%d9%86%d8%a7%d8%aa-%da%a9%d9%84%d8%b3%db%8c%d9%85/,router_title_normalization,2
chloro(diethyl)alumane,Diethylaluminium chloride,,7277,YNLAOSYQHBDIKW-UHFFFAOYSA-M,C4H10AlCl,120.56,,confirmed_organic,organic_reagent,not_stated,sigma,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دی اتیل آلومینیوم کلراید سیگما | ...,,router_title_normalization,1
chloro(trimethyl)silane,Chlorotrimethylsilane,75-77-4,6397,IJOOHPMOJXWVHK-UHFFFAOYSA-N,C3H9ClSi,108.64,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,chloro(trimethyl)silane,https://t.me/minatajhiz/1068 | https://t.me/minatajhiz/975,existing skill export,3
chloroform,chloroform,67-66-3,6212,HEDRZPFGACZZDS-UHFFFAOYSA-N,CHCl3,119.37,,confirmed_organic,organic_reagent,yes,True | acs | laboratory | research,Fardad Shimi | TamadKala | Telegram: ChemIranSanat | Telegram: minatajhiz,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,chloroform | كلروفرم قطران شیمی | ... | کلرفرم acs دکتر مجللی | ... | کلرفرم laboratory دکتر مجللی | ... | کلروفرم دکتر مجللی,https://fardadshimi.com/product/6199224/ | https://t.me/ChemIranSanat/1050 | https://t.me/minatajhiz/1001 | https://t.me/minatajhiz/1071,existing skill export | router_title_normalization,8
chloromethane,Methyl Chloride,74-87-3,6327,NEHMKBQYUWJMIP-UHFFFAOYSA-N,CH3Cl,50.49,,confirmed_organic,organic_reagent,not_stated,industrial,Telegram: IranChemicals,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,chloromethane,,existing skill export,1
chloromethylbenzene,Benzyl Chloride,100-44-7,7503,KCXMKQUNVWSEMD-UHFFFAOYSA-N,C7H7Cl,126.58,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,chloromethylbenzene,,existing skill export,1
"cis-(1R,2R)-2-[(dimethylamino)methyl]-1-(3-methoxyphenyl)cyclohexan-1-ol",tramadol,,33741,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,C16H25NO2,263.37,,confirmed_organic,pharmaceutical_or_api,yes,analytical standard,Rooz Darou | TamadKala,Iranian online research/chemical shop | Iranian pharmaceutical product catalogue,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,استاندارد ترامادول | قرص ترامادول 50,https://tamadkala.com/product/146252/%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%A7%D8%B1%D8%AF-%D8%AA%D8%B1%D8%A7%D9%85%D8%A7%D8%AF%D9%88%D9%84 | http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D8%AA%D8%B1%D8%A7%D9%85%D8%A7%D8%AF%D9%88%D9%84-50,explicit_category_supplement,1
cobalt(2+) diacetate,Cobalt(II) acetate,13493-47-5,6277,QAHREYKOYSIQPH-UHFFFAOYSA-L,C4H6CoO4,177.02,,confirmed_organic,organic_reagent,not_stated,4% aqueous,Fardad Shimi,Iranian online lab-chemical shop,site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,کبالت ۲ استات ۴ آبه MERCK | ...,,router_title_normalization,1
copper diacetate,Copper(II) Acetate,1336-25-6,8895,OPQARKPSCNTWTJ-UHFFFAOYSA-L,C4H6CuO4,181.63,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,استات مس قطران شیمی,https://tamadkala.com/product/72359/%D8%A7%D8%B3%D8%AA%D8%A7%D8%AA-%D9%85%D8%B3-%D9%82%D8%B7%D8%B1%D8%A7%D9%86-%D8%B4%DB%8C%D9%85%DB%8C,router_title_normalization,1
"copper;[dimethylamino-[[15,24,34-tris[[dimethylamino(dimethylazaniumylidene)methyl]sulfanylmethyl]-2,11,20,29,37,38-hexaza-39,40-diazanidanonacyclo[28.6.1.13,10.112,19.121,28.04,9.013,18.022,27.031,36]tetraconta-1,4(9),5,7,11,13(18),14,16,19,21(38),22(27),23,25,28,30(37),31(36),32,34-octadecaen-6-yl]methylsulfanyl]methylidene]-dimethylazanium;tetrachloride",Alcian Blue,75851-12-6,76418923,OBSNQDWGQFWBKH-UHFFFAOYSA-J,C56H70Cl4CuN16S4,1300.9,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,معرف آلسین بلو دکتر مجللی,https://tamadkala.com/product/173816/%D9%85%D8%B9%D8%B1%D9%81-%D8%A2%D9%84%D8%B3%DB%8C%D9%86-%D8%A8%D9%84%D9%88-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
cyanocobalamin,cyanocobalamin,,166596686,RMRCNWBMXRMIRW-WZHZPDAFSA-L,C63H88CoN14O14P,1355.4,,confirmed_organic,secondary_metabolite_or_natural_product,not_stated,food/pharma,TamadKala,Iranian online research/chemical shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,ویتامین B12,https://tamadkala.com/product/34539/%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-b12,explicit_category_supplement,1
cyclohexane,Cyclohexane,110-82-7,8078,XDTMQSROBMDMFD-UHFFFAOYSA-N,C6H12,84.16,,confirmed_organic,organic_reagent,yes,MERCK | lab,Fardad Shimi | TamadKala,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,سیکلو هگزان MERCK | سیکلوهگزان lab دکتر مجللی,https://fardadshimi.com/product/6468372/ | https://tamadkala.com/product/168021/%D8%B3%DB%8C%DA%A9%D9%84%D9%88%D9%87%DA%AF%D8%B2%D8%A7%D9%86-lab-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,2
"cyclohexane-1,2,3,4,5,6-hexol",Myo-inositol,87-47-6,892,CDAISMWEOUEBRE-UHFFFAOYSA-N,C6H12O6,180.16,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,مایو اینو زیتول برند dyc چین,https://tamadkala.com/product/164566/%D9%85%D8%A7%DB%8C%D9%88-%D8%A7%DB%8C%D9%86%D9%88-%D8%B2%DB%8C%D8%AA%D9%88%D9%84-%D8%A8%D8%B1%D9%86%D8%AF-dyc-%DA%86%DB%8C%D9%86,router_title_normalization,1
dibenzothiophene,Dibenzothiophene,,3023,IYYZUPMFVPLQIF-UHFFFAOYSA-N,C12H8S,184.26,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,dibenzothiophene,https://t.me/minatajhiz/1029,existing skill export,2
dibutyl(oxo)tin,Dibutyltin oxide,,61221,JGFBRKRYDCGYKD-UHFFFAOYSA-N,C8H18OSn,248.94,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,dibutyl(oxo)tin,https://t.me/minatajhiz/1031,existing skill export,2
dichloromethane,Dichloromethane,75-09-2,6344,YMWUJEATGCHHMB-UHFFFAOYSA-N,CH2Cl2,84.93,,confirmed_organic,organic_reagent,yes,True | extra pure | laboratory | research,Fardad Shimi | TamadKala | Telegram: ChemIranSanat,Iranian online lab-chemical shop | Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | site shows Iranian shop and nationwide delivery | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,dichloromethane | دی کلرو متان | دی کلرومتان extra pure دکتر مجللی 2 | ... | دی کلرومتان extra pure دکتر مجللی | ... | دی کلرومتان laboratory دکتر مجللی | ... | دی کلرومتان دکتر مجللی | دی کلرومتان قطران شیمی | ...,https://fardadshimi.com/product/6199226/ | https://t.me/ChemIranSanat/1489 | https://tamadkala.com/product/33207/%D8%AF%DB%8C-%DA%A9%D9%84%D8%B1%D9%88-%D9%85%D8%AA%D8%A7%D9%86,existing skill export | router_title_normalization,8
diiodomethane,Diiodomethane,75-11-6,6346,NZZFYRREKKOMAT-UHFFFAOYSA-N,CH2I2,267.835,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دیودو متان,https://tamadkala.com/product/42012/%D8%AF%DB%8C%D9%88%D8%AF%D9%88-%D9%85%D8%AA%D8%A7%D9%86,router_title_normalization,1
dimethyl (Z)-but-2-enedioate,Dimethyl maleate,,5271565,LDCRTTXIJACKKU-ARJAWSKDSA-N,C6H8O4,144.12,,confirmed_organic,organic_reagent,yes,research,Telegram: minatajhiz,Iranian supplier Telegram catalogue,skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified,dimethyl (Z)-but-2-enedioate,https://t.me/minatajhiz/1044,existing skill export,2
dimethyl decanedioate,Dimethyl sebacate,106-79-6,7829,ALOUNLDAKADEEB-UHFFFAOYSA-N,C12H22O4,230.30,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,دی متیل سباسات سیگما,https://tamadkala.com/product/101083/%D8%AF%DB%8C-%D9%85%D8%AA%DB%8C%D9%84-%D8%B3%D8%A8%D8%A7%D8%B3%D8%A7%D8%AA-%D8%B3%DB%8C%DA%AF%D9%85%D8%A7,router_title_normalization,1
diphenylmethanone,Benzophenone,119-61-9,3102,RWCCWEUUXYIKHB-UHFFFAOYSA-N,C13H10O,182.22,,confirmed_organic,organic_reagent,yes,research,TamadKala | Telegram: minatajhiz,Iranian online wholesale/lab shop | Iranian supplier Telegram catalogue,site shows Iranian online shop | skill live country-gate,public catalogue/product-page evidence; current stock not independently verified,listed_not_current_stock_verified | product_page_listed_not_current_stock_verified,diphenylmethanone | فروش بنزوفنون,https://t.me/minatajhiz/480 | https://t.me/minatajhiz/489 | https://tamadkala.com/product/7961/%D9%81%D8%B1%D9%88%D8%B4-%D8%A8%D9%86%D8%B2%D9%88%D9%81%D9%86%D9%88%D9%86,existing skill export | router_title_normalization,4
"disodium;(3Z)-3-[(4-amino-3-sulfonatophenyl)-(4-amino-3-sulfophenyl)methylidene]-6-imino-5-methylcyclohexa-1,4-diene-1-sulfonate",Acid Fuchsin,3244-88-0,5464362,WZRZTHMJPHPAMU-UHFFFAOYSA-L,C20H17N3Na2O9S3,585.5,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,معرف فوشین اسیدی دکترمجللی,https://tamadkala.com/product/173640/%D9%85%D8%B9%D8%B1%D9%81-%D9%81%D9%88%D8%B4%DB%8C%D9%86-%D8%A7%D8%B3%DB%8C%D8%AF%DB%8C-%D8%AF%DA%A9%D8%AA%D8%B1%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
"disodium;2-(2,4,5,7-tetrabromo-3-oxido-6-oxoxanthen-9-yl)benzoate",Eosin,15086-94-9,11048,SEACYXSIPDVVMV-UHFFFAOYSA-L,C20H6Br4Na2O5,691.9,,confirmed_organic,colorant_or_indicator,yes,ACS,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,ائوزین acs دکتر مجللی,https://tamadkala.com/product/23480/%D8%A7%D8%A6%D9%88%D8%B2%DB%8C%D9%86-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
disodium;2-(3-hydroxy-5-sulfonato-1H-indol-2-yl)-3-oxoindole-5-sulfonate,Indigo carmine,860-22-0,2723854,JFVXEJADITYJHK-UHFFFAOYSA-L,C16H8N2Na2O8S2,466.4,,confirmed_organic,colorant_or_indicator,yes,ACS | acs,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,ایندیگو کارمین ACS دکتر مجللی | ایندیگو کارمین acs دکترمجللی,https://tamadkala.com/product/173545/%D8%A7%DB%8C%D9%86%D8%AF%DB%8C%DA%AF%D9%88-%DA%A9%D8%A7%D8%B1%D9%85%DB%8C%D9%86-acs-%D8%AF%DA%A9%D8%AA%D8%B1%D9%85%D8%AC%D9%84%D9%84%DB%8C,explicit_category_supplement | router_title_normalization,2
disodium;2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,Disodium EDTA,6381-92-6,13020083,ZGTMUACCHSMWAC-UHFFFAOYSA-L,C10H18N2Na2O10,336.21,,confirmed_organic,organic_reagent,yes,False | extra pure | industrial | laboratory,Fardad Shimi | Isatis Shimi | TamadKala,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop | site shows Iranian online shops | site shows Iranian shop and nationwide delivery,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,Disodium EDTA | اتیلن دی نیتریلو تترا استیک اسید دی سدی | ادتا 2 سدیم | ادتا 4 سدیم | ادتا دی سدیم | ادتا دی سدیم ( تیتری پلکس ۳ ) MERCK | ... | ادتا دی سدیم صنعتی | تترا سدیم ادتا extra pure نوترون | دی سدیم ادتا extra pure نوترون | دی سدیم ادتات laboratory دکتر مجللی | ... | فروش دی سدیم اتیلن دی آمین تترا استیک اس | ...,https://isatisshimi.com/en/product/disodium-edta/ | https://isatisshimi.com/product/%d8%a7%d8%af%d8%aa%d8%a7-2-%d8%b3%d8%af%db%8c%d9%85/ | https://isatisshimi.com/product/%d8%a7%d8%af%d8%aa%d8%a7-4-%d8%b3%d8%af%db%8c%d9%85/ | https://tamadkala.com/product/154863/%D8%A7%D8%AF%D8%AA%D8%A7-%D8%AF%DB%8C-%D8%B3%D8%AF%DB%8C%D9%85 | https://tamadkala.com/product/163452/%D8%A7%D8%AA%DB%8C%D9%84%D9%86-%D8%AF%DB%8C-%D9%86%DB%8C%D8%AA%D8%B1%DB%8C%D9%84%D9%88-%D8%AA%D8%AA%D8%B1%D8%A7-%D8%A7%D8%B3%D8%AA%DB%8C%DA%A9-%D8%A7%D8%B3%DB%8C%D8%AF-%D8%AF%DB%8C-%D8%B3%D8%AF%DB%8C | https://tamadkala.com/product/166015/%D8%A7%D8%AF%D8%AA%D8%A7-%D8%AF%DB%8C-%D8%B3%D8%AF%DB%8C%D9%85-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C | https://tamadkala.com/product/96556/%D8%AF%DB%8C-%D8%B3%D8%AF%DB%8C%D9%85-%D8%A7%D8%AF%D8%AA%D8%A7-extra-pure-%D9%86%D9%88%D8%AA%D8%B1%D9%88%D9%86 | https://tamadkala.com/product/96557/%D8%AA%D8%AA%D8%B1%D8%A7-%D8%B3%D8%AF%DB%8C%D9%85-%D8%A7%D8%AF%D8%AA%D8%A7-extra-pure-%D9%86%D9%88%D8%AA%D8%B1%D9%88%D9%86,router_title_normalization,11
"disodium;2-[[4-[ethyl-[(3-sulfonatophenyl)methyl]amino]phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]methyl]-5-hydroxybenzenesulfonate",Fast Green FCF,2353-45-9,16887,RZSYLLSAWYUBPE-UHFFFAOYSA-L,C37H34N2Na2O10S3,808.9,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,معرف فست گرین اف سی اف دکتر مجللی,https://tamadkala.com/product/173739/%D9%85%D8%B9%D8%B1%D9%81-%D9%81%D8%B3%D8%AA-%DA%AF%D8%B1%DB%8C%D9%86-%D8%A7%D9%81-%D8%B3%DB%8C-%D8%A7%D9%81-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
"disodium;2-[[4-[ethyl-[(3-sulfonatophenyl)methyl]amino]phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]methyl]benzenesulfonate",Brilliant Blue FCF,3844-45-9,19700,SGHZXLIDFTYFHQ-UHFFFAOYSA-L,C37H34N2Na2O9S3,792.9,,confirmed_organic,colorant_or_indicator,not_stated,food grade,TamadKala,Iranian online research/chemical shop | Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,رنگ خوراکی برلیانت بلو آبی | رنگ خوراکی برلیانت بلوآبی,https://tamadkala.com/product/58035/%D8%B1%D9%86%DA%AF-%D8%AE%D9%88%D8%B1%D8%A7%DA%A9%DB%8C-%D8%A8%D8%B1%D9%84%DB%8C%D8%A7%D9%86%D8%AA-%D8%A8%D9%84%D9%88%D8%A2%D8%A8%DB%8C,explicit_category_supplement | router_title_normalization,2
"disodium;3-[[N-ethyl-4-[[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]-(4-sulfonatophenyl)methyl]anilino]methyl]benzenesulfonate",Light Green SF Yellowish,5141-20-8,21223,DGOBMKYRQHEFGQ-UHFFFAOYSA-L,C37H34N2Na2O9S3,792.9,,confirmed_organic,organic_reagent,not_stated,,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,معرف لایت گرین دکتر مجللی,https://tamadkala.com/product/173749/%D9%85%D8%B9%D8%B1%D9%81-%D9%84%D8%A7%DB%8C%D8%AA-%DA%AF%D8%B1%DB%8C%D9%86-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
"disodium;4',5'-dibromo-2',7'-dinitro-3-oxospiro[2-benzofuran-1,9'-xanthene]-3',6'-diolate",Eosin B,548-24-3,12961637,QGAYMQGSQUXCQO-UHFFFAOYSA-L,C20H6Br2N2Na2O9,624.1,,confirmed_organic,colorant_or_indicator,not_stated,indicator,TamadKala,Iranian online wholesale/lab shop,site shows Iranian online shop,public catalogue/product-page evidence; current stock not independently verified,product_page_listed_not_current_stock_verified,ائوزین b گرید indicator دکتر مجللی,https://tamadkala.com/product/173548/%D8%A7%D8%A6%D9%88%D8%B2%DB%8C%D9%86-b-%DA%AF%D8%B1%DB%8C%D8%AF-indicator-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,router_title_normalization,1
