"# export_metadata: {""exported_at"": ""2026-08-27T12:27:57Z"", ""skill"": ""iran-chem-database@2.21.1 (clawhub: @orionshaowswmw/iran-chem-database)"", ""workspace_router_models"": ""9 providers / 767 models (tools/router.py fleet)"", ""rows"": 1399, ""confirmed_organic"": 1399, ""organic_gate"": ""carried from PubChem/RDKit-verified seed for seed-sourced rows; structure/formula first for all live rows (organic_status=true)"", ""unique_cids"": 1352, ""inchikey_merged_alt_cids"": 10, ""rows_flagged_cas_cid_conflict"": 23, ""cas_cid_conflict_meaning"": ""row CAS resolves in PubChem to a CID set that does not include the row CID — inherited from supplier catalogue data; flagged for human review, not silently edited"", ""unique_inchikeys"": 1352, ""rows_with_cas"": 705, ""rows_with_canonical_smiles"": 1029, ""rows_with_evidence_url"": 1315, ""input_rows_by_source"": {""seed_2026-08-25"": 1041, ""seed_2026-08-24"": 1068, ""live_web_catalogue"": 114, ""live_telegram_listing"": 349, ""ai_model_fleet"": 615, ""wayback_archived_pages"": 0}, ""rejected_rows"": 225, ""model_fleet_normalization"": {""pass"": {""titles"": 2400, ""pubchem_confirmed_names"": 1825, ""confirmed_unique_cids"": 505, ""multi_model_agreement"": 403, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p2"": {""titles"": 3200, ""pubchem_confirmed_names"": 110, ""confirmed_unique_cids"": 53, ""multi_model_agreement"": 23, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}, ""pass_p3"": {""titles"": 2500, ""pubchem_confirmed_names"": 130, ""confirmed_unique_cids"": 57, ""multi_model_agreement"": 17, ""models"": [""gemini"", ""mistral"", ""groq"", ""llm7"", ""router""]}}, ""model_fleet_rule"": ""model answers accepted ONLY when PubChem confirms the identity; disagreement -> left unresolved, never guessed"", ""composition_top"": {""seed_2026-08-24 + seed_2026-08-25"": 496, ""ai_model_fleet"": 197, ""seed_2026-08-25"": 136, ""ai_model_fleet + seed_2026-08-24 + seed_2026-08-25"": 116, ""seed_2026-08-24"": 92, ""ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 87, ""live_telegram_listing + seed_2026-08-24 + seed_2026-08-25"": 81, ""ai_model_fleet + live_web_catalogue"": 35}, ""pipeline"": ""seed baseline + 2026-08-27 LIVE crawl (Telegram full-history mirror, public WooCommerce Store API, WP product sitemaps, Wayback CDX enumeration for geo-blocked .ir catalogues) -> skill parsers -> grade policy -> ChemicalValidator (RDKit/PubChem/CAS checksum) -> organic gate (structure first) -> model-fleet normalization (5 providers, PubChem-confirmed only) -> CID dedupe -> provenance_hash"", ""scope"": ""BEST-EFFORT dated index of CONFIRMED-ORGANIC molecules appearing in public Iranian supplier catalogues/channels reachable from this sandbox. NOT a national census; NOT complete; product page presence is not proof of stock. Coverage of the configured crawl is reported in coverage_report.json."", ""cid_dedupe"": ""enforced — zero same-CID rows"", ""provenance_hash"": ""sha256(evidence_text|evidence_url|CID) per row"", ""supersedes"": ""skill seed iran_organic_molecules_catalogue_verified_2026-08-25.csv""}"
molecule_name,common_name,name_variants,cas_number,pubchem_cid,alt_cids,cas_cid_conflict,inchi_key,molecular_formula,molecular_weight,canonical_smiles,organic_status,category,category_source,grade,supplier_name,supplier_platform,availability_status,evidence_url,evidence_text,identity_method,source_type,record_date,provenance_hash
"sodium (6R,7S)-7-[[2-(cyanomethylsulfanyl)acetyl]amino]-7-methoxy-3-[(1-methyltetrazol-5-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",,,,23666711,,,BITQGIOJQWZUPL-PBCQUBLHSA-M,C15H16N7NaO5S3,493.5,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/cefemethazole-sodium-salt.html,cefemethazole sodium salt,model_fleet+pubchem,ai_model_fleet,2026-08-27,337aad341777dfce9d347bfe309712734a8e74d454e0fe96f5118148ef4f8e0a
"sodium 1,1-dioxo-1,2-benzothiazol-2-id-3-one",Sodium saccharin,"sodium 1,1-dioxo-1,2-benzothiazol-2-id-3-one; Sodium saccharin",,656582,,,WINXNKPZLFISPD-UHFFFAOYSA-M,C7H4NNaO3S,205.17,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],confirmed_organic,pharmaceutical_or_api,,research,DigiShimi; Fardad Shimi; TamadKala,Iranian online chemical shops | Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://digishimii.ir/Product/%d8%b3%d8%af%db%8c%d9%85-%d8%b3%d8%a7%d8%ae%d8%a7%d8%b1%db%8c%d9%86/,سدیم ساخارین | سدیم ساخارین extra pure نوترون | سدیم ساخارین خوراکی | ... | سدیم ساخارین ۲ آبه مرک MERCK,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,fdb1c8a6b0201b2488375dae0bdbffef0328f80efc4f8978deda503651953021
"sodium 2,4-dinitrobenzenesulfonate","Sodium 2,4-dinitrobenzenesulfonate",,,70168,,,GSBYVRKLPCSLNV-UHFFFAOYSA-M,C6H3N2NaO7S,270.15,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)[O-].[Na+],confirmed_organic,colorant_or_indicator,,,telegram:minatajhiz,Iranian supplier Telegram catalogue,listing_evidence_crawled_2026-08-24,https://t.me/minatajhiz/476,"Sodium 2,4-dinitrobenzenesulfonate 259934 #sigma",ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2018-12-08,15471cefe45a88b1236eab0b6b8397cb296c819408bbff73a9e39078c14ddc7d
sodium 2-(1H-indol-3-yl)acetate,,,,23677501,,,YGSPWCVTJRFZEL-UHFFFAOYSA-M,C10H8NNaO2,197.17,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,research,t.me/ATRmedShop,ai_normalized|telegram,,https://t.me/ATRmedShop/756,"نمک سدیم ایندول-3-استیک اسید


‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید.

 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌‌ 
‌
 ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱
‌
 📱 موبایل: 09120549893

 🌐 لینک محصول :

 https://atrmed.com/pr",model_fleet+pubchem,ai_model_fleet + live_telegram_listing,2026-08-27,1a531e962aee6e01b8cef0810b459fdcfff52ff50e66f2a1549a4d352d5f9fb0
sodium 2-[(4-aminobenzoyl)amino]acetate,,,,443971,,,UNZMYCAEMNVPHX-UHFFFAOYSA-M,C9H9N2NaO3,216.17,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/buy-p-aminohippuric-acid-sodium-salt.html,buy p aminohippuric acid sodium salt,model_fleet+pubchem,ai_model_fleet,2026-08-27,dd6589a091a1cfd027700e7e50c8159568a282b3ff072593d639fe6196922089
"sodium 2-[2-(2,6-dichloroanilino)phenyl]acetate","sodium 2-[2-(2,6-dichloroanilino)phenyl]acetate","sodium 2-[2-(2,6-dichloroanilino)phenyl]acetate",15307-79-6,5018304,,,KPHWPUGNDIVLNH-UHFFFAOYSA-M,C14H10Cl2NNaO2,318.1,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],confirmed_organic,organic_reagent,derived:supplier_platform,,IR Chem / Pishgaman,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://irchem.ir/diclofenac-sodium/,پودر دیکلوفناک سدیم,cas_pubchem,seed_2026-08-25,2026-08-25,cff220fdf6b0295a491f840e5a228dfa6779f8ceeaf18fe2329a874f3f4e5924
sodium 2-chloroacetate,Sodium chloroacetate,,,23665759,,,FDRCDNZGSXJAFP-UHFFFAOYSA-M,C2H2ClNaO2,116.48,C(C(=O)[O-])Cl.[Na+],confirmed_organic,organic_reagent,,research,telegram:minatajhiz,Iranian supplier catalogue,listing_evidence_crawled_2026-08-24,,,ai_normalised_listing+pubchem_confirmed,seed_2026-08-24 + seed_2026-08-25,2026-08-24,c2fa60f8f57998f53178945545d68f9fb179d3c8740dde83ad656a622f03a8f9
sodium 2-dodecoxyethyl sulfate,sles,sodium 2-dodecoxyethyl sulfate; sles,,23665884,,,ASEFUFIKYOCPIJ-UHFFFAOYSA-M,C14H29NaO5S,332.43,CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],confirmed_organic,organic_reagent,derived:supplier_platform,ArChem,ArChem + TamadKala + https://archemco.com/our-product/raw-chemical-materials/sles/,Iranian online wholesale/lab shop|ai_normalized|live_supplier_catalogue,product_page_listed_not_current_stock_verified,https://archemco.com/2024/08/02/buy-sles-online/,سدیم لوریل اتر سولفات 70 sles || buy sles online,structured_pubchem,ai_model_fleet + live_web_catalogue + seed_2026-08-25,2026-08-25,ea091b8757d9431ac31c9ec3b18ab7911e3eb977c35467a17afda6696ae47cdf
sodium 2-dodecylbenzenesulfonate,Sodium dodecylbenzenesulfonate,sodium 2-dodecylbenzenesulfonate; Sodium dodecylbenzenesulfonate,25155-30-0,23662403,,,HFQQZARZPUDIFP-UHFFFAOYSA-M,C18H29NaO3S,348.5,CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)[O-].[Na+],confirmed_organic,organic_reagent,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/30052/%D8%B3%D8%AF%DB%8C%D9%85-%D8%AF%D9%88%D8%AF%D8%B3%DB%8C%D9%84-%D8%A8%D9%86%D8%B2%D9%86-%D8%B3%D9%88%D9%84%D9%81%D9%88%D9%86%D8%A7%D8%AA,سدیم دودسیل بنزن سولفونات,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,8c506d89cac255c32a999142c216c202f13091ee662d5694d8c446b9c043738f
sodium 2-hydroxybenzoate,Sodium Salicylate,sodium 2-hydroxybenzoate; Sodium Salicylate,54-21-7,16760658,,,ABBQHOQBGMUPJH-UHFFFAOYSA-M,C7H5NaO3,160.10,C1=CC=C(C(=C1)C(=O)[O-])O.[Na+],confirmed_organic,organic_reagent,,research,Fardad Shimi + t.me/ATRmedShop,Iranian online lab-chemical shop|ai_normalized|telegram,product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/744,"سدیم سالیسیلات MERCK || خرید سدیم سالیسیلات گرید ® ReagentPlus | قیمت سدیم سالیسیلات گرید ® ReagentPlus


‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید.

 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌‌ 
‌
 ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱
‌
 📱 موبایل: 0",router_title_normalization,ai_model_fleet + live_telegram_listing + seed_2026-08-24 + seed_2026-08-25,2026-08-23,d59015a2d14f1c199d2531219347f8bc15f8de7cc2238d5f6f5e712070103761
sodium 2-hydroxypropanoate,Sodium lactate,sodium 2-hydroxypropanoate; Sodium lactate,72-17-3,23666456,,,NGSFWBMYFKHRBD-UHFFFAOYSA-M,C3H5NaO3,112.06,CC(C(=O)[O-])O.[Na+],confirmed_organic,organic_reagent,,,TamadKala,Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/55642/%D9%84%D8%A7%DA%A9%D8%AA%D8%A7%D8%AA-%D8%B3%D8%AF%DB%8C%D9%85-%D8%B5%D9%86%D8%B9%D8%AA%DB%8C,لاکتات سدیم صنعتی,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,79aac4728f7b7e2ca92d7be5dd71fc495f2fac9b9e6f86ec5bd3480a43bbac17
sodium 2-propylpentanoate,sodium valproate,sodium 2-propylpentanoate; sodium valproate,,16760703,,,AEQFSUDEHCCHBT-UHFFFAOYSA-M,C8H15NaO2,166.19,CCCC(CCC)C(=O)[O-].[Na+],confirmed_organic,pharmaceutical_or_api,,,Rooz Darou,Iranian pharmaceutical product catalogue,product_page_listed_not_current_stock_verified,http://rouzdarou.com/products/%D9%82%D8%B1%D8%B5-%D9%88%D8%A7%D9%84%D9%BE%D8%B1%D9%88%D8%A7%D8%AA-%D8%B3%D8%AF%DB%8C%D9%85-200,قرص والپروات سدیم 200,PubChem name validation from supplier product title,seed_2026-08-24 + seed_2026-08-25,2026-08-23,aaa0eb8be8bc8dca21f18e8a7082f1e8575c3f8febc38b9b25b709b25bad9bef
"sodium 3,4-dihydroxy-9,10-dioxoanthracene-2-sulfonate","sodium 3,4-dihydroxy-9,10-dioxoanthracene-2-sulfonate","sodium 3,4-dihydroxy-9,10-dioxoanthracene-2-sulfonate",130-22-3,3955344,,,HFVAFDPGUJEFBQ-UHFFFAOYSA-M,C14H7NaO7S,342.26,C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)O)S(=O)(=O)[O-].[Na+],confirmed_organic,organic_reagent,derived:supplier_platform,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/alizarin-red-s-mono-sodiumsalt-en/,Alizarin red S mono sodiumsalt,cas_pubchem,seed_2026-08-25,2026-08-25,250b882b0723e5b2a0727c415e878439feb4fc7692e1617fd57a8c0d503d8d17
"sodium 3-[[4-[[4-(4-ethoxyanilino)phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]-2-methylcyclohexa-2,5-dien-1-ylidene]methyl]-N-ethyl-3-methylanilino]methyl]benzenesulfonate",Coomassie Brilliant Blue,"sodium 3-[[4-[[4-(4-ethoxyanilino)phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]-2-methylcyclohexa-2,5-dien-1-ylidene]methyl]-N-ethyl-3-methylanilino]methyl]benzenesulfonate; Coomassie Brilliant Blue; coomassie brilliant blue",6104-59-2,61363,6324599,yes,RWVGQQGBQSJDQV-UHFFFAOYSA-M,C47H48N3NaO7S2,854.0,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC(=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3C)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC)C.[Na+],confirmed_organic,colorant_or_indicator,,,TamadKala; telegram:ATRmedShop + t.me/ATRmedShop,Iranian online wholesale/lab shop|ai_normalized,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/6408/coomassie-brilliant-blue,coomassie brilliant blue,router_title_normalization,ai_model_fleet + seed_2026-08-24 + seed_2026-08-25,2026-08-23,0bb34608015cd14b966e4c4d3f4c987e99f467f74d280d686ea760a19015be8b
"sodium 3-[[4-[[4-(4-ethoxyanilino)phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]methyl]-N-ethylanilino]methyl]benzenesulfonate","sodium 3-[[4-[[4-(4-ethoxyanilino)phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]methyl]-N-ethylanilino]methyl]benzenesulfonate","sodium 3-[[4-[[4-(4-ethoxyanilino)phenyl]-[4-[ethyl-[(3-sulfonatophenyl)methyl]azaniumylidene]cyclohexa-2,5-dien-1-ylidene]methyl]-N-ethylanilino]methyl]benzenesulfonate",6104-59-2,61365,,,NKLPQNGYXWVELD-UHFFFAOYSA-M,C45H44N3NaO7S2,826.0,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=CC=C(C=C5)NC6=CC=C(C=C6)OCC.[Na+],confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/538,Coomassie Brilliant Blue G-250 | کوماسی برلیانت بلو G-250(شرکت سیگما) ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما و مرک 👇 ‌ ‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/brilliant-blue-g/ #آثل_طب #مواد_ازمای,router_batch+pubchem,seed_2026-08-25,2026-08-25,80facc492706a04313cd574b397ddf85b4dbd48646f781beabe568c4a38488a6
sodium 3-hydroxy-4-[(1-hydroxynaphthalen-2-yl)diazenyl]-7-nitronaphthalene-1-sulfonate,Eriochrome Black T,sodium 3-hydroxy-4-[(1-hydroxynaphthalen-2-yl)diazenyl]-7-nitronaphthalene-1-sulfonate; Eriochrome Black T,1787-61-7,135465089,,,AMMWFYKTZVIRFN-UHFFFAOYSA-M,C20H12N3NaO7S,461.4,C1=CC=C2C(=C1)C=CC(=C2O)N=NC3=C4C=CC(=CC4=C(C=C3O)S(=O)(=O)[O-])[N+](=O)[O-].[Na+],confirmed_organic,organic_reagent,,research,Fardad Shimi; TamadKala; Mojallali Group; ShimiMan,Iranian online lab-chemical shop | Iranian online wholesale/lab shop,product_page_listed_not_current_stock_verified,https://tamadkala.com/product/23452/%D8%A7%D8%B1%DB%8C%D9%88-%DA%A9%D8%B1%D9%88%D9%85-%D8%A8%D9%84%DA%A9-%D8%AA%DB%8C-acs-%D8%AF%DA%A9%D8%AA%D8%B1-%D9%85%D8%AC%D9%84%D9%84%DB%8C,آریو کروم بلک تی مرک MERCK | اریو کروم بلک تی acs دکتر مجللی,router_title_normalization,seed_2026-08-24 + seed_2026-08-25,2026-08-23,d0a931fe3efdf436c26744986daf2d2cc7d8122a674fd8a18d2725e254d2aba3
"sodium 4-[(2,4-dihydroxyphenyl)diazenyl]benzenesulfonate","sodium 4-[(2,4-dihydroxyphenyl)diazenyl]benzenesulfonate",,547-57-9,2728027,,,COEZWFYORILMOM-UHFFFAOYSA-M,C12H9N2NaO5S,316.27,C1=CC(=CC=C1N=NC2=C(C=C(C=C2)O)O)S(=O)(=O)[O-].[Na+],confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,telegram:ATRmedShop,public Telegram (seller_research),product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/740,Orange II sodium salt | خرید اورنج II سدیم سالت | قیمت اورنج II سدیم سالت ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/orange-ii-sodium-salt/?v=e067b3c6b979 #آ,router_batch+pubchem,seed_2026-08-25,2026-08-25,86750f930046087d9fe219ecb089dd7eeba1f31a4b5c32c6e5080d9c8fed5b6b
"sodium 4-[(Z)-[4-(ethylamino)-3-methylphenyl]-(4-ethylimino-3-methylcyclohexa-2,5-dien-1-ylidene)methyl]-6-hydroxybenzene-1,3-disulfonic acid",,,,56841133,,,ACZRDWVARWLTRG-QJJJQDATSA-N,C25H28N2NaO7S2+,555.6,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,t.me/ATRmedShop,ai_normalized,,https://t.me/ATRmedShop/262,"زایلن سیانول FF 
زایلن سیانول FF اغلب به عنوان یک رنگ ردیابی در الکتروفورز آگارز یا پلی آکریل آمید استفاده می شود. این ماده با بار منفی کم در ...
برای ادامه مطالب، مشاهده و خرید آنلاین این محصول به لینک زیر مراجعه فرمایی",model_fleet+pubchem,ai_model_fleet,2026-08-27,f3c2518fa74720530230d6fdaad882fa1fdae358008e2a2c1839933ac8776b44
"sodium 4-[2-(2-methoxy-4-nitrophenyl)-3-(4-nitrophenyl)tetrazol-2-ium-5-yl]benzene-1,3-disulfonate",,,,9894947,,,VSIVTUIKYVGDCX-UHFFFAOYSA-M,C20H13N6NaO11S2,600.5,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,t.me/ATRmedShop,ai_normalized,,https://t.me/ATRmedShop/367,"کیت شمارش سلول CCK-8 
کیت شمارش سلول CCK-8 بر پایه (WST-8 [2- (2-متیوکسی-4-نیتروفنیل -3- (4-نیتروفنیل) -5- (2، 4-دی سولفوفنیل) -2H- تترازولیوم، نمک مونو سدیم] بوده که به‌ ...
برای ادامه مطالب، مشاهده و خرید آنلاین این مح",model_fleet+pubchem,ai_model_fleet,2026-08-27,398854c5b72651467ad9f517c4b3d2ded2068d2a9eb8b99b82d68e72db7e91b6
"sodium 4-[3-(4-hydroxy-3-methylphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-2-methylphenolate",,,,23692294,,,FMKJVYROEYMYFV-UHFFFAOYSA-M,C21H17NaO5S,404.4,,confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,,t.me/ATRmedShop,ai_normalized,,https://t.me/ATRmedShop/833,"کروزول رد سدیم سالت
ک روزول رد سدیم سالت به‌عنوان یک رنگ ردیابی در الکتروفورز DNA، RNA (آگارز) و پروتئین (پلی آکریل آمید) استفاده می‌شود. در آگارز، کروزول رد تقریباً با اندازه مولکولی 125 جفت باز حرکت می‌کند. کرزول رد آن",model_fleet+pubchem,ai_model_fleet,2026-08-27,e9faadcd4cc8edacd075ac10183dab4b5659898d5306f6d4c0f7a0394d60fb2f
"sodium 4-[[4-(diethylamino)phenyl]-(4-diethylazaniumylidenecyclohexa-2,5-dien-1-ylidene)methyl]benzene-1,3-disulfonate","sodium 4-[[4-(diethylamino)phenyl]-(4-diethylazaniumylidenecyclohexa-2,5-dien-1-ylidene)methyl]benzene-1,3-disulfonate","sodium 4-[[4-(diethylamino)phenyl]-(4-diethylazaniumylidenecyclohexa-2,5-dien-1-ylidene)methyl]benzene-1,3-disulfonate",129-17-9,8507,,,SJEYSFABYSGQBG-UHFFFAOYSA-M,C27H31N2NaO6S2,566.7,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],confirmed_organic,organic_reagent,derived:supplier_platform,,Mojallali Group,Iranian WooCommerce catalogue,product_page_listed_not_current_stock_verified,https://drm-chem.com/en/product/disulfine-blue-vn-150-indicator-en/,Disulfine blue,cas_pubchem,seed_2026-08-25,2026-08-25,22e37eaeb97e66a33eda510cdb2e97cae6f43d1287ffd9f012aa65afdde6a318
sodium 4-[[4-(dimethylamino)phenyl]diazenyl]benzenesulfonate,Methyl orange,sodium 4-[[4-(dimethylamino)phenyl]diazenyl]benzenesulfonate; Methyl orange,547-58-0,23673835,,,STZCRXQWRGQSJD-UHFFFAOYSA-M,C14H14N3NaO3S,327.34,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],confirmed_organic,colorant_or_indicator,,research,Fardad Shimi; TamadKala; Mojallali Group; ShimiMan + t.me/ATRmedShop,Iranian online lab-chemical shop | Iranian online wholesale/lab shop|ai_normalized,product_page_listed_not_current_stock_verified,https://t.me/ATRmedShop/671,"متیل اورنج هندی | متیل اورنژ acs دکتر مجللی || متیل اورنج

‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید.

 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌
‌ 
‌
 ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱
‌
 📱 موبایل: 09120549893

 🌐 لینک محصول :

 https://atrmed.com/product/methyl-orang",router_title_normalization,ai_model_fleet + seed_2026-08-24 + seed_2026-08-25,2026-08-23,3a14d7e74c3ac3b4d3f4d92cfbd77d4e92393828fcbb305830724076fa6b4b5e
sodium 4-anilinobenzenesulfonate,sodium 4-anilinobenzenesulfonate,,6152-67-6,517002,,,DGXTZMPQSMIFEC-UHFFFAOYSA-M,C12H10NNaO3S,271.27,C1=CC=C(C=C1)NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+],confirmed_organic,pharmaceutical_or_api,derived:supplier_platform,research,t.me/ATRmedShop + telegram:ATRmedShop,public Telegram (seller_research)|telegram,product_page_listed_not_current_stock_verified,https://t.me/s/ATRmedShop,Sodium diphenylamine-4-sulfonate | خرید سدیم دیفنیل آمین-4-سولفونات | قیمت سدیم دیفنیل آمین-4-سولفونات ‌‏⁧ ‌‌‏‌محصولات سیگما اصل را از ما بخواهید. 👇 واردات و فروش مواد شیمیایی سیگما 👇 ‌‌ ‌ ☎️ تلفن: ۰۲۱۶۶۳۶۱۵۴۳-۶۶۳۷۹۰۲۶-۰۲۱ ‌ 📱 موبایل: 09120549893 🌐 لینک محصول : https://atrmed.com/product/sodium-diph,router_batch+pubchem,live_telegram_listing + seed_2026-08-25,2026-08-25,433978381ed044aa4c5aecbb264ad1cbdfb045b62351945e886b039877357042
sodium 4-methoxycarbonylphenolate,Sodium Methylparaben,sodium 4-methoxycarbonylphenolate; Sodium Methylparaben,,23663626,,,PESXGULMKCKJCC-UHFFFAOYSA-M,C8H7NaO3,174.13,COC(=O)C1=CC=C(C=C1)[O-].[Na+],confirmed_organic,cosmetic_raw_material,,,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/cosmetic-materials,Sodium Methylparaben,supplier_table,seed_2026-08-24 + seed_2026-08-25,2026-08-23,2c17dfb0b19a84f35fe258554b7e0c157e5af1e5929ecb9f1bb826bb5320266f
sodium 4-methyl-2-oxochromen-7-olate,,,,3364573,,,JGMQHDNPUCPRQE-UHFFFAOYSA-M,C10H7NaO3,198.15,,confirmed_organic,organic_reagent,derived:supplier_platform,,Shimi Merck,ai_normalized,,https://shimimerck.ir/4-methylumbelliferone-sodium-salt.html,4 methylumbelliferone sodium salt,model_fleet+pubchem,ai_model_fleet,2026-08-27,673640fa1d584074b5ed58ec3fcb0dc4f8a0221f20480667679ae1cea24d6672
"sodium 6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid",Heparin Sodium,"sodium 6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid; Heparin Sodium",,92044406,,,JRTRSJGZMRQDHI-UHFFFAOYSA-N,C26H42N2NaO37S5+,1157.9,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na+],confirmed_organic,pharmaceutical_or_api,,research,BehChin Chemi Pharmed,Iranian supplier API/intermediate catalogue,supplier_catalogue_listed_not_current_stock_verified,https://www.behchinchemi.ir/en/our-products/active-pharmaceutical-ingredient,Heparin Sodium,supplier_table,seed_2026-08-24 + seed_2026-08-25,2026-08-23,4f8cc9da95d06471ec2b8fa4bd6e6ea3470776cf49acbd89f5c542002e392d33
